,text
235,"Err but #California has done this without having a #HighSpeed / #BullitTrain and the one they are building is mired in controversy, years late and billions over budget and lacking funds to complete the 1st stage. Correct me if I'm wrong. Not a lesson for #HS2 https://t.co/iIhJ9njhuZ"
236,Stop #HS2 campaigners to walk along Long Eaton viaduct route to 'highlight chaos and destruction' https://t.co/mYS4GpzMj4 #Nottingham #Stapleford #Beeston
237,#NottinghamPost: Campaigners march from #Trowell to #LongEaton to protest plans for #HS2 https://t.co/JRFLsQHhoE\n\n#StopHS2Erewash #StopHS2Trowell #Derbyshire #Nottinghamshire
238,3 more teenage murders in London again this weekend ��Police presence needed but  budget cuts\n#NHS misses 100��s thousands of women off breast screening Out of control #NHS in crisis for money. #HS2  &amp; foreignaid Costs ?19bn yr. should this money be put to better use. NHS/Police
239,Ladies and Gentlemen.....Qatar....the country Chris Grayling has visited twice in the past 12 months to discuss funding UK projects.....won��t admit whether #hs2 #NorthernPowerhouse discussed! https://t.co/HQtGLpIAPh
240,"""@ramblinactivist"" An afternoon around Halse, near the source of the Great Ouse. Circling Halse Copse I see more hares than I've seen for ages. Pity HS2's cutting will sever the  landscape and take the side off the woodland.\n\nhttps://t.co/MRgaVYDnwE\n#HS2 #walking #Banbury��"
241,And @transportgovuk claim #HS2 will come in ON BUDGET. More chance of pigs flying. Scrap it now before we waste a penny more of public money. https://t.co/lnOy2x3t9j
242,True. #HS2 is not worthwhile and built on the flimsiest of cost / benefit models. This is about pandering to big Corporate interest not our vital infrastructure. https://t.co/54mqFSsT1Z
244,And that��s before the monumental spend on #HS2 that is likely to overrun its budget. And meanwhile restricting investment in #transport #infrastructure elsewhere @HS2Parliament  https://t.co/9q687oT0Xs
245,"Faced with knocking back #@elizabethline opening into 2019, the betting is the Govt *will* stump up the ?? billion needed to keep the opening ceremony on track this December. #Crossrail. But doesn't augur well for #HS2 budget  https://t.co/aVr6EHwwr0 https://t.co/JJAT3oqKLE"
246,#Hs2 &amp;  it��s railway followers most with their nose in the trough repeatedly put Crossrail forward as the epitome of their confidence in  #Hs2 costs. Well well here we are &amp; it needs half a billion ? to bail out the over-runs. Makes HS2 ?120bn #NHS #defence #homelesskids https://t.co/4TGGqRjOFv
247,Crossrail hit by huge cost overruns: https://t.co/KKA19AT9PG And this after the project was delayed and descoped in 2010 to save money. https://t.co/WOC3MkVTGS #HS2
249,"#England #Scotland #Wales #scotlandhour #Waleslive #MPS #englandhour @jeremycorbyn @theresa_may the reality of crossrail should set government alarm bells ringing , is #hs2 all that it's bulled upto b ,most people think not it will not deliver https://t.co/OiTAEww7Zf"
251,Environmental vandals! It is illegal to cut down nesting sites  under the countryside and wildlife act. WTF is wrong with this government? How dare they? #HS2 #hs2 #stophs2 #Kenilworth @stophs2 @hs2aa @ZapHS2 @SaveCamdenfrHS2 @HS2Parliament https://t.co/Jw35QHUOy8
252,#HS2 just another opportunity to rob the Public Purse and disperse it to the Elites through the Private Sector\n#ParliamentsAScam\n#PoliticiansDoTheDevilsBidding\n#WeDoNotConsent https://t.co/4QbebJOWOR
253,"#HS2 would cost 15 billion, then 38 billion, then 50 billion, the last out of date price 56 billion, conservative estimates are over 80 billion. Another Taxpayer funded gravy train.\n\nhttps://t.co/PtfxY98Hty"
255,Time to put #HS2 under similar scrutiny. Revealed: TfL's sudden change of tune over Garden Bridge construction contract.  @NAOorguk @CommonsTreasury https://t.co/51fdxd6MDK
257,Babysitting and learning about #hyperloop technology from a 12 year old &amp; @dickndom #HS2 seems pretty archaic in comparison! https://t.co/MosXlilZH0
259,"Having to drive to @MediaCityUK tomorrow at crazy o��clock because #FailingGrayling has changed 60% of rail schedules, more evidence #HS2 ?100bn  is bleeding rail system @transportgovuk dead wrong not up prioritise E-W links over N-S links.only 2 hrs to London but 2.5 to Salford https://t.co/9GhPjUI9PL"
261,"New wave of national parks could be created under Michael Gove's plans for 'Green Brexit.' Possibly including the #Chilterns. Oh please. This from Tory Ministers who've spent 8 years ramming #HS2 through heart of already ""protected"" Chilterns. Hypocrites. https://t.co/flAG5VVVp6"
262,New national parks around mp's houses perhaps? Or at the end of #hs2 so they can get away from the squalor of London 7 minutes quicker? https://t.co/ZOdCuiH4Ks
263,This is a damning article and one that @theresa_may @jeremycorbyn can no longer ignore......the entire British Public want #NHS not #hs2  https://t.co/FTi7MEDX8k
264,#Hyperloop may seriously reduce road Freight &amp; pollution. The UK Government has been advised by rail industry experts that it cannot work. Instead it squanders 10s of ?Billions of our money on damaging outmoded consumptive systems. #HS2\nhttps://t.co/hKBUcnPazi
265,Whose idea was this again?  I would tag him but he blocked me for some strange reason #HS2\nHint: also came up with tuition fees https://t.co/x7Oh4Rar5w
266,Gormless @michaelgove spouting off about new National Parks &amp; areas of beauty whilst his party's white elephant #HS2 is destroying what we already have! #hypocrite #environmentalvandalism #StopHS2
267,.@WoodlandTrust asks a good question- Is religion��s sacred ground worth more than nature��s sacred ground? What do you think @Humanists_UK? #AncientWoodland  #hs2 #saveourtrees #environmentalism https://t.co/ocbDntneNa
268,Join me and call on the #HS2 minister to tell @HS2ltd to deliver the tunnel extension in #Staffs and save #AncientWoodland #StandUpForTrees https://t.co/QrFV7ehEFo
269,A tunnel extension to save the #AncientWoodland of Whitmore Wood would cost ?116 million out of a ?55.7 billion #HS2 budget. That��s less than ?2 per person in the UK https://t.co/VXIopnFn4M #StandUpForTrees https://t.co/mEvY4zCh1y
270,Time for area of Dales in South and West Yorkshire to be classified an Area of Outstanding Natural Beauty #Barnsdale #DonValley #DearneValley #Hickleton #Crofton #Barnburgh #HootenPagnall to protect the Green Belt from #HS2 @michaelgove @Ed_Miliband @MayorRos @KevinBarronMP https://t.co/HnxMWKKGVH
271,"Wakefield District Housing (connected to Wakefield Council) promoting a plan to destroy Green Belt with 1,600 homes at New Crofton Village in collusion with @HS2ltd with land from Lord St Oswald. Dispicable in that Wakefield Council &amp; Oswald backed our opposition to #HS2. https://t.co/N5KjkLXoYQ"
272,"The incoming and exit sides of the route through Bramley village, set to be destroyed by @HS2ltd with significant housing and long term noise impacts. The East of Rotherham route , now the M18 route sifted in 2012 as mitigation not possible #HS2 https://t.co/Bc2dXPvHq6"
273,????????Please Join me and call on the #HS2 minister to tell @HS2ltd to deliver the tunnel extension in #Staffs and save #AncientWoodland #StandUpForTrees https://t.co/cN7fM22m8v
274,Theresa May now wants ?2000 from every home in the country to fund #NHS. I can��t think beyond the ?100billion White Elephant #HS2 which needs abandoning for NHS. Ironic though that 25000 homes paying ?2000 each is ?100billion. #HS2 can pay for it. Why not? https://t.co/YHGdX25TAc
275,"#England #Scotland #Wales #Waleslive #Scotlandhour #marr #Englandhour #Peston #Mps2018 we can live without #hs2 but the people cannot live without the NHS , the rail franchise privatisation has ruined rail travel for all don't let the government ruin the NHS thru privatisation"
281,Might explain why we haven't heard much about #HS2 in North Bucks for a while...Latest public engagement cock-up. Bemused Aberdeen residents receive letters about rail works 500 miles away https://t.co/7cS92dsl3B
283,Grayling giving #Yorkshire #Leeds #Manchester second best so he can afford to fund #hs2......this is an utter disgrace and the #NorthernPowerhouse is a con to focus all the cash on #Manchester @johnprescott @AndyMcDonaldMP @CCHQPress https://t.co/dMeQ7wg1FL
285,"#Yorkshire Post this am v angry being fobbed with substandard rail investment, Midlands &amp; Wales had their upgrades cancelled &amp; Home Counties Rail is collapsing! #hs2 is wrecking our rail all over UK! @Mike_Fabricant @CherylGillan #LocalElections https://t.co/gtN7u7natJ"
289,Apparently people in Leeds never need to get to Manchester as quick as they would get to Birmingham #HS2 #NorthernPowerhouse https://t.co/6pRF9vB0jR
290,"Over ?100 billion of our money being wasted on #HS2 when there are much smarter ways to improve whole of #uk rail networks benefitting everyone. It will not improve north economy, will draw more money to London. Learn from the total disaster in California https://t.co/7TBiKTncVj"
292,"Is anyone still trying to deny that #HS2 won't cost far more than Gov say? It's what happens if decisions are made to construct an ultra-high speed line, which needs to be strong &amp; stable, through many areas of known &amp; unknown bad ground. Long term maintenance problematic. https://t.co/JZOJ0kQj6A"
302,What #BCR?\n\n#HS2 is underwater.\n\n@kpmg wrote the #fairytale with @number10gov many moons ago.\n\nAnd the #bcr barely made it into #positive territory with all the spin that came with it.\n\n#hs2 sucks. https://t.co/yqEEGBb77H
304,"Dog sitting this afternoon so the Borders and I making the most of the local bluebell woods before they're destroyed by overpaid, soulless, city dwelling politicians and 'businessmen' wanting to knock 20 minutes off a train journey from London to Brum #HS2 https://t.co/b3utCoo7IS"
308,The people of the W Midlands are 'bracing' for huge increases in local and business taxes to pay for all the 'opportunities' that vested interests will be given by #HS2 https://t.co/C5Y2TraOxw
310,"Do the local taxpayers and businesses know that they will be taken 'advantage' of to ensure advantage for #HS2 vested interests? You don't tell them that, do you? https://t.co/8BT44AKrht"
314,"Another example of why the #HS2 gravy train is going to cost north of ?100bn to add to the out of date maps, Michael Byng cost analysis, and fake property impact data.  https://t.co/H9dD5xZz5r"
315,Hoping the residents affected by archaeological works in the local area actually get their letters of #HS2 works - because I��m nearly 500 miles away... https://t.co/vZ4ieSOJhE
316,"#bbcqt\nAnd we don't need #HS2 to drain any hope of economic development out of the South Midlands into the over-heated ever expanding Greater Greater London\n\nHave to have alternative centre of economic gravity (like in Germany, USA, Australia, etc.) https://t.co/15X1gIOlNs"
317,"By centralising jobs in the capital even further as other countries have discovered? And by using funds which could otherwise benefit the many, not the few #hs2 https://t.co/78aeoLcCzT"
321,#hs2 started out solving #Heathrow.....then business case was built on Speed &amp; time spent on trains....then it wasn��t about speed as people work on trains....then connectivity...to only 13 stops...then capacity cos there was no other solution.....oh dear! https://t.co/lxCLdVNYDO
323,South Wales concerned #HS2 (reliable estimate of cost ?110 billion) will have negative impact on #wales economy by draining money needed for transport infrastructure. That��s the case for the whole of the UK but @jeremycorbyn and @theresa_may don��t care https://t.co/GoQScBepg3
325,"Wow! He got 2 million for just 2 years at #HS2 including a failure bonus, he approved illegal OTT redundancy payments now this....\nRolls-Royce deputy is axed after just 500 days in job https://t.co/3FsQAVu7AV via @ThisIsMoney"
327,Rolls-Royce deputy is axed after just 500 days in job https://t.co/kpjAOTMUEE via @ThisIsMoney Don't forget he used to be in charge of #HS2. Make of that what you will....
328,#HS2 Its sometimes hard to understand Rail investment.Siemens to pay �1bn fines to close bribery scandal https://t.co/BTE1MJLUKo via @financialtimes
332,Funny that 20% of #HS2 Employees left last year including Prof McNaughton Chief Engineer and Sir Higgins CEO is packing it in? https://t.co/eH9tZKhUyx
338,"Indeed, why are we\n\n#wasting (#spending according to @hs2ltd and the bullies they employ)\n\n?100 THOUSAND MILLION?\n\n#HS2 sucks https://t.co/vVGPmB6v52"
339,"Seems @number10gov &amp; @hs2ltd are making some very #POOR choices on #contractors for #HS2.\n\nProbably best to scrap the whole project.\n\n#HS2 sucks\n\nThe #taxpayer does not want a last century train set, thanks. https://t.co/pqBj9SFQ0B"
341,#GenderPayGap #GenderPensionWealthGap #GenderSPGap let's even things up &amp; make the bitches work 6 more years #HS2 #DUPBribe #SyriaBombing #ParadisePapers https://t.co/QBcnfkZqhO
342,You really couldn��t make it up.....@hs2ltd former CEO embroiled in the #NorthernPowerhouse #hs2 latest scandal.... has been sacked after only 500 days with Rolls.....he left utter chaos at #hs2 same now at Rolls....how do these people get jobs? https://t.co/oGq9f2VWjR
343,"#england #scotland #Wales #MPs and as always #hs2 not needed to improve capacity and effeciancy , just something that should have been done over 10 years ago.Strange how they can find 107+ billion for hs2 - but of course it's not their money https://t.co/b9RbT1nzMf"
344,#NorthernPowerhouse flagship project #hs2 sacked their female CEO on ?125k and replaced her with this guy on ?750k.....he created utter chaos and scandal.....then left to go to Rolls! ?? #women #womenintech #WomeninBusiness https://t.co/oGq9f2VWjR
345,#HS2: The brutal reality finally revealed�� https://t.co/1ectDm0oEb  (Unless you have HS2 in your garden you simply cannot understand how we feel.)
347,There is a reason why #NorthernPowerhouse are tweeting using #Factory2050 ......their luxury high speed train won��t start running to the North until then.....#hs2 is in utter chaos!
348,"Gov spending ?mns on PR for #NorthernPowerhouse &amp; #hs2...2 massive conferences today at cost of countless ?000s....is the North interested....#HS2SupplyChain 10 tweets, #Factory2050 10 tweets, #DigitalPowerhouse 30 tweets...meanwhile #Homeless 510, #NHS 60 per hr...says it all!"
349,The #HS2 Chaos is compounded by a budget that will be exhausted by Brum. The Chief Engineer has left and the Chairman Sir Higgins to go in a few weeks. Former CEO Kirby let go by Rolls Royce - What a shower https://t.co/lftwL29U4G
350,Bet this guy gets another Government job......I��m thinking Network Rail.....he didn��t mess that up.....well not anymore than it already is! #hs2 is a complete joke! https://t.co/vHGgYTS8Nt
352,Ah.....the good old days.....2015 was such a wonderful year.....little did we know #hs2 would explode way over budget and rob all of the #NorthernPowerhouse funding! https://t.co/XGZukcRnku
354,Never mind get rid of Trident. Keep #Trident. It's needed now more than ever. \n\nWhat absolutely ISN'T needed us #HS2. Scrap that &amp; the #NHS would be fine.\n\n#wrightstuff
355,Dear @PhilipHammondUK \n\nIt would appear one can undertake a contract with Government &amp; on entering said contract.... decide to ignore performance obligations &amp; charge any amount one can dream up...what other contracts do you have available? #Southeastern #hs2 #EastCoast @afneil
356,The One thing @hs2ltd is good at doing - demoralising and destroying communities through negative engagement. Building a #HS2 only after opposition is destroyed. Imagine if they actually worked with communities instead ?  https://t.co/IPx6P7fphP
357,"A lot of commentators are getting basic facts wrong about the railways today. The industry isn't profitable overall. Subsidies for are running at c.?4billion a year, and spending has also been reliant on huge increases in Network Rail debt. https://t.co/LzxuPqLRcd #HS2"
358,Japanese Rail Operator Says Sorry For 'Inexcusable' Departure 25 Seconds Early https://t.co/Yp58vfZam3 Already obsolete #HS2 or Mag Lev?  I know which I prefer.
359,"Chris Grayling needs a calculator on #HS2 just as on ECML figures. He said rejected East of Rotherham would affect 40% fewer properties than Meadowhall (Actual figure 50% More) Save ?1.2bn - actual figure +?0.8bn, Create 3,000 more jobs, actual figure 1,189 fewer #TheWrongFigures https://t.co/2Ikm5SL0jC"
360,"This article, written almost two years ago, predicted that the rail industry was heading for a financial crisis: https://t.co/JHYK31jPYM \nThe solutions: scrap #HS2 and end fragmentation of the industry."
361,"A long 'slug' of an architect-designed train shed disappearing up the Sheaf Valley, which probably won't get built, and no worthwhile regeneration of the area around the station.  It could be so different at Sheffield Victoria. #hs2 @samcoopernews https://t.co/9hYKCQrvzR"
362,#HS2 not a remedy for the poor expensive services - in fact it will make the situation far worse. time to mend the broken parts of the existing system first. https://t.co/t2W8nX4mA6
365,"But when will you be ready to acknowledge lessons from ECML are valid for #HS2 Megaproject ? @Andrew_Adonis such as magical passenger forecasts, rubbish community engagement, unicorn revenue projections,poor route selection, group think, NIH, underestimated impacts, &amp; costs etc https://t.co/84jRPKpTve"
366,"Don't knock Philosopy, #HS2 needs more of it - especially the teaching that 'everything is not what it seems and the more you want your perception and reality to coincide the further they move apart' #Carillion #Eastcoastmainline https://t.co/Rs3uFqcopT"
367,"Stoneleigh Park , Coventry. Demolition of 26 buildings to make way for HS2 line to Birmingham. #StoneleighPark  #Coventry #HS2 #Demolition #LuiGong #924E https://t.co/XtotsSPDM8"
368,"#HS2 has a projected cost of??56 billion, am I the only person that feels that money would have been better spent on immediately upgrading the #UK's internet infrastructure?"
369,"And there you have it, after years of refusing to speak about #HS2 due to 'joint responsibility' and conveniently being out of the country when votes happened, Chiltern MP @DLidington is now officially an apologist for @HS2ltd https://t.co/DGxscsAPfA"
371,#HS2\n#Dubious #Cost #Benefit #Ratio\n(Originally massaged by @kpmg / @number10gov)\n#Deafening #Silence on current #Cost.\n(Expect in excess of ?100bn if the #truth were told)\n#bullies employed to try to silence the #sensible #scraphs2 arguments.\nIt sucks https://t.co/S0JUEBY9oh
373,"��What do I care about the law. Ain��t I got the power?�� A quote from the early great robber baron Cornelius Vanderbilt,  #HS2 https://t.co/6ru6XS6qaG"
377,"But first ask yourself why the Chief Engineer has left the Job, the Chairman Sir Higgins will be gone soon and 20% of #HS2 Employees left last year https://t.co/FDqnWoTuol https://t.co/s6GaOOeO0c"
382,This is a prime example of #HS2 dreaming/BS used to sell the scheme versus HS2 reality. The 'hub' station fantasy turns out to be little more than an extended platform and now #Crewe #cheshireeast beg for a pound shop facelift.\n\n https://t.co/3Vm3f8jo28
383,Another fantasy island #HS2 drawing just like as used to hype #Crewe where it turned out there wasnt even money for a basic facelift. https://t.co/RIBYCtr97y
386,Forget party politics. This is a national disgrace. It affects all of us whether for personal or business reasons. We are spending billions on #hs2 while our basic day to day services are not fit for purpose. https://t.co/Y4g7CWj06V
387,"New think tank report out that our #NHS can��t survive unless every household provides an additional ?2000 a yr in taxes. #foreign aid reduced #Hs2 cancelled will sort that &amp; police numbers, Homeless kids, defence, etc etc"
389,More money for the #NHS ? @GMB : it was the @LibDems who suggested a penny on income tax. But why not save ?39Bn by cancelling #Brexit and ?100bn scrapping #HS2 @the_tpa https://t.co/XSmWh3poQx
391,Tom Richmond: Conflicts of interest? pressure grows on Chris Grayling as select committees probe #HS2 contract awarded to #Carillion https://t.co/DoMTxaSk4o @JayMitchinson @IanDayPix @RachelReevesMP @frankfieldteam @MaryCreaghMP @RachelReevesMP @DianaJohnsonMP @HollyLynch5
393,"#BucksHerald highlihts the recent #HS2Ltd information blunder: ""#HS2 leaflets meant for #Calvert residents sent to Aberdeen in embarrassing blunder"" https://t.co/HBN90PfMJi"
395,Let��s face it folks.....MPs like @NickHurdUK while doing their best are clearly impotent when it comes to dealing with #hs2.....way above their pay grade and they are powerless to defend their constituents! Time and again @HS2ltd have made promises......it��s not getting better! https://t.co/06kkCEi51O
397,If they weren't pointlessly spending on #HS2 there would be a bit extra for the #NHS It certainly won't be getting ?350 million a week next year! https://t.co/8uGU0N7PID
398,"#Brexit = ??? billions\n#HS2   = ??? billions\n#Trident =??? billions\n#Corporate Welfare =??? billions\n#Tax Evaded = ??? billions\n#DUP = ?1.5billion\n#NHS = can't afford it,unless we tax the poor,....#ToryEconomics"
399,#HS2 Phase 2a Select Committee report is mostly bad news for environment &amp; devastating for #ancientwoodland. But direction to look again at the Community Environment Fund is welcome - ?5m fund is per mile less than half of the equivalent fund for Phase 1. https://t.co/lB1vVcM9t6
401,I was at a meeting in Morley in Feb 18 when @andreajenkyns business constituent &amp; Conservative party member asked what was the benefit of #Brexit - she &amp; Chris Grayling had no answer apart from will of the people. When he asked about benefit of #HS2 she was silent @bbclaurak https://t.co/o529oq3GvN
403,There's still a chance to save nearly seven hectares of #AncientWoodland despite this morning's decision. Help us fight for a tunnel extension to save irreplaceable habitat! https://t.co/2EZVwN5CeG #HS2 #StandUpForTrees https://t.co/QlyGYBHeQ2
404,The last time @HS2ltd came to our Village they locked 100+ residents out of their own community centre. #HS2 treat ��community engagement�� like the military engagement with lies and secrecy as weapons #CroftonLies https://t.co/Or1EmeU82B
405,Join me and call on the #HS2 minister to tell @HS2ltd to deliver the tunnel extension in #Staffs and save #AncientWoodland #StandUpForTrees https://t.co/FVdXfbOTqY
408,There are some huge issues in current UK politics:   #Brexit  #HS2  #NHS #Crime #Immigration.  The tax payers &amp; voters are being ignored on every single one.  Political arrogance inside the Westminster Bubble is worse than ever.  Will it take civil unrest before they listen ?
410,Well actually No. Their #HS2  budget for #Euston is far below the cost and the whole budget for the project will be used up by Brum - fucked https://t.co/qEhUEIX91j
411,?100Bn of public money dumped into one #HS2 'silo' project will harm smaller higher value schemes and cause labour shortages and wage inflation https://t.co/X6xabTDp47
412,Disgusting destruction of our beautiful country. No-one I have spoken to agrees with this train yet the political elite keep it going. What's in it for them? #hs2 #ancientwoodland https://t.co/IlXbLqXPzr
413,What sort of 'Industry' has had ?35Bn debt brought back to to the Treasury (taxpayers) another ?50Bn accrued and a further ?100Bn required for #HS2 - That's bankruptsy that is ! https://t.co/X6xabTDp47
414,"#NHS desperately short of funds; no need to raise taxes if the #UK #Government had the courage to scrap the #HS2 vanity project, costing an expected ?90 billion also make sure they deliver a full #Brexit saving ?billions being paid to the #EU cosy club; another failed project."
415,The #blatant #idiiocy of more #taxes for #NHS while #wasting ?50 billion on what should be a privately funded #HS2 ? The #ludicrous anti logic of #UK politics not touched on by #MSM of course....
416,Think I just heard @BBCNews telling us how important trees are? Curiously they forgot to mention how many trees &amp; #AONB #HS2 will destroy not to mention this ?? https://t.co/EA7nuAwSVx
418,"If you cock up the economy, privatise the bejeezus out of everything (ie spend more than needed), don��t tax rich people or companies, waste cash on #HS2 &amp; #NuclearEnergy, then of course you��ll struggle to pay for the #NHS. FFS!! #bbcqt"
419,We would like to apologise to our customers in #IsleOfLewis #HS2 with no water. We are on our way to investigate this issue.  https://t.co/ITG0Rd6KGw
421,Why are we still going to carry on with #HS2 when it is not needed. It is a wasteful project &amp; the money could be put towards more desirable works.\n#stopHS2 ????????? https://t.co/eA8Bh7wMTe
426,"Hey is this a sign that the #HS2 project is running out of money? On #HS2 Phase 1 ?40m is to be spent on compensating communities and businesses along 143 miles of track, equal to ?279,720 per mile. However on Phase 2a of the track, 95 miles, only"
428,Instead of blowing ?80Bn+ on the white elephant that is #HS2 why not put some decent internet connection on existing services?!? #spotthebleedingobvious
429,Easy solution:\n\nScrap the whole project known as #HS2.\n\nWe will then be rid of a huge #WhiteElephant and #twitter might have one less #earinged #troll on board.\n\nOther benefits:\n\n#NHS funding\n\n#Potholes filled\n\n#Teachers\n\n#Schools\n\n#TooSimple? https://t.co/CmcInOn4G6
430,A May Day walk in the Chiltern Hills close to Wendover where one of the #HS2 tunnels will be dug. This is the countryside that will disappear. Bluebells along the hedgerows - patches of ancient woodland - rich grass - rolling fields.\n*sigh* https://t.co/O3x5LmDzmb
439,Campaigners plan walk along route of #HS2 to 'highlight chaos and destruction' https://t.co/Eqaaah1lal\n\n#LongEaton #Trowell #Sandiacre #Nottinghamshire #StopHS2Erewash #StopHS2Trowell #BrentPoland
441,No! another soft soft time for head of Rail Delivery boss nothing on rail disruptions closure of Northern rail services or on #HS2 disaster! @BBCr4today
442,"When @resfoundation can guarantee that any additional tax will be used to actually improve young people��s lives rather than bankrolling the bigoted DUP to prop up a morally bankrupt #Tory govt &amp; other wasteful projects like #HS2, #Trident &amp; #Brexit then we��ll have a discussion"
443,"Please can anyone with a good brain tell me it��s ok to spend ?7billion a year for 10 years on #HS2 plus ?14 billion  a year #Foreignaid when there��s 500,000 of our own children that don��t have a bed of their own. Shame on #government. @JudgeRinderTV #helpourkids https://t.co/5FFbPX23jo"
445,"Today's Rail Fare review is driven by passenger number drop which is caused by poor rail services, high fares which caused by ?100bn #HS2 project  @skynews https://t.co/IpKpzjCK7C"
450,HS2forHSU is LIVE! Check out our website covering the environmental impacts of the HS2 on the Chilterns and tell us what you think. #biodiversityloss #ecosystemservices #ancientwoodland #HS2 \n\nhttps://t.co/91RyRQKsJj
452,"#HS2, #ForeignAid - there are lots of money out there without robbing the over 65s. (Or they are looking at the crowd from the House of Lords. Lots of very wealthy oldies there). https://t.co/t8gnIGoNW3"
455,That includes @BorisJohnson ��s Dad who made a ?1 million profit but not the @TheBreeLouise who didn��t get paid despite being evicted @NewJournal #HS2 carpetbaggers https://t.co/zlhEXSPBf1
456,"After 2 years of lies from #HS2, FOI from @networkrail claims they've not even started work on northern loop and have no idea how the M18 spur will impact on existing services.  @Transport4North, @SheffCityRegion.  This route is a complete disaster. @SheffCouncil @DanJarvisMP https://t.co/0lInqev2TK"
457,"For a party allegedly devoted to equality and environmentalism, the UK Green Party is remarkably anti-rail. #HS2 @RAIL\n https://t.co/4BAca1VW0D"
458,"While Big Business and Politicans Family are hoovering up #HS2 cash, residents along the route have been shortchanged and many forced to move without receiving any compensation, just delay and quibbles @Nus_Ghani https://t.co/fihYconGxF"
464,OK... and what about #HS2 ?\nhttps://t.co/z1FYHy9OVC\nor\nhttps://t.co/KaKoaFv0Pe\n\nWe can��t keep chopping down trees without harming ourselves | Emma Mitchell https://t.co/4uoFkzZe7I
467,#hs2 are ��investigating a technical error��......get used to that wording folks......when the budget goes from ?56bn to ?100bn.....technical error.....when its 5 years late.....technical error! It��s the new word for incompetence! #northernpowerhouse https://t.co/5xNQAsekoB
468,"#HS2 sucks\n\n@hs2ltd do not have a clue about #budgets,\n\nbringing #projects in\n\n#OnTime\n\n#OnBudget\n\n&amp; without making @number10gov's chum's pockets #FAT with #Taxpayer #Funds.\n\n#Incompetence? #Fraud more like.\n\nWAKE UP TAXPAYERS!!\n\nYou are being #shafted by this project. https://t.co/lLYsDJ3Gro"
469,"Great article ...AND .. importantly this should include the unnecessary felling of trees for that infamous, redundant train namely #Hs2  #StopHs2 https://t.co/vecVFZA999"
470,I thought #HS2 was something to do with Rail Transport. Now it appears that it is about property speculation. Some mistake? (Or not) https://t.co/P0tBKwA2kZ
472,Why do people who are considered experts always vastly underestimate the costs of rail infrastructure projects? A cynic would say because if the real costs were estimated no work would be undertaken #HS2 #Crossrail https://t.co/nUP2xHIBgN
473,"Don't be silly - we have fully funded children's education &amp; healthcare, defeated social deprivation, the armed forces don't know what to do with the money, teachers and nurses want to give money back and we hate the countryside so #HS2 uses up surplus cash nicely. https://t.co/kt00mZW8hB"
474,"#HS2 claiming 300,000 passengers a day - for a train that has only a hand full of stops that is some claim. How much public subsidy will be required for each passenger? Who will fund classic rail which is already ?80Bn in debt? https://t.co/MxQpn3qQZ7"
475,Just had word today that the shits at @WDHupdate have exploited Crofton��s vulnerability by proposing a 500 home development next to #HS2 line on our Greenbelt village already struggling to fit in 300 homes since 2014 - schools &amp; doctors oversubscribed &amp; @MyWakefield getting cash https://t.co/1lJTnH6XyP
476,#England #Scotland #wales #scotlandhour #Waleslive #Englandhour #MPS yet again the rail commuter being told to pay more for their travel all because of government failures and investment in wrong project #hs2  https://t.co/biXWbmBvPa
477,Airports may not be environmentally friendliest but at least they are economically viable and are built with private money unlike ?100bn dead duck #HS2 bleeding taxpayers for a N-S link 94% of Yorkshire doesn��t want when we need fast rail E-W @SCR_Mayor https://t.co/LO5kRO05hq
478,"Barry White of @Transport4North has a flawed plan because his bosses at @HS2ltd have forced #HS2 route so far to the East, Sheffield can��t connect to Manchester in 30 mins as required by NPR . This major fail is being overlooked @JayMitchinson @ChrisBurn_Post https://t.co/NvPMhtV3KG"
479,"Its now emerged that big four #auditors EY were advising both #Carillion and the managemet of #HS2. What MPs are saying is an 'apparent conflict of interest', I am going to call another example of #audit #Corruption \nhttps://t.co/J3wUbMjlru"
488,"Well they would do wouldn't they ? Burglars call for all back doors to be left open, Cats call for sources of unguarded fish to be increased  #HS2 ICYMI https://t.co/eKODbIiRms"
489,"This falls into the usual #HS2 fallacy of valuing 'effect' before 'cause' Additionally, effect is speculatively over valued and cause knowingly undervalued with both suffering from a 'cognitive optimism bias by promoters'. 'Other people's money' https://t.co/gXQuHSEVQy"
492,"#bbcdp @bbclaurak \nThe extra money for the #NHS could come from te same wallet as the extra ?2.9 Bn being demanded for Trident, or the extra money that'll be needed for #HS2"
493,More than ?1.6Bn has been spent on the `1st Phase of #HS2 turfing people out of their homes and making the lives of thousands miserable. https://t.co/qUnoyREzeC
495,"It's an #Easy #Fix #Burnham.\n\nGet rid of #WhiteElephant #HS2.\n\nYou'll have BILLIONS to spend on #IMPROVEMENTS.\n\nYour chums won't be very happy though, they're used to filling their #pockets with #Taxpayer funds.\n\n#HS2 sucks https://t.co/t88bAQKEHF"
497,More movement of #Debt that should be fairly and squarely on @hs2ltd's #expense sheet.\n\nThis is because the clowns @hs2ltd and @number10gov know #HS2 has just about failed and=y reasonable #BCR calc.\n\n#HS2 is #bankrupt.\n\n#STFUPB https://t.co/rb86E68vYW
498,"Everybody involved in #HS2, #Carillion should be investigated.\n\nOne huge #Incestuous #Cesspit of #politicians and @number10gov #cronies.\n\nAnd #HS2 sucks.\n\n#Taxpayer is being #shafted daily. https://t.co/6RjJiNBaSu"
