,text
770,Spending all my waking hours making this show with a solid gold team of creatives. \nWriting protest songs with our local #Camden community... \nLots of digging getting done... \n#HS2 divides folks. \n#HumanJam opens on Tues @CamdenPT - come check out what we made! https://t.co/dd2sjXZxPr
771,"It's on the wrong side of the M56 for unfunded #manchester airport stop. It doesn't connect to #HS1 (you have to walk down Euston rd, or catch the tube)\n\nOnly classic compatibles stop in #Crewe and #Sheffield (served by non #HS2 track).  The list goes on. https://t.co/gzyooBrQ7d"
772,#HS2 makes me think of the train that they go to the capitol on in the hunger games
773,"Excellent - you will be one passenger and all we need to find now are enough to fill 18 trains each way per hour - something of an heroic assumption by #HS2 , who will not even reveal how many people currently make the journey between Brum and London. https://t.co/TXfVnrQYuG"
774,#HS2 works causing earthquake style tremors in #WellsHouseRoad. Homes have developed cracks. HS2 ‘community engagement’ just say “we’ll get back to you”. @RupaHuq @juliangbell @stophs2 @ForumOon @nw10titra @ElaineGristock
777,Build it and they will come.. Huge East Midlands #HS2 site up for sale | https://t.co/RJOqBGQMxR https://t.co/Vc2Pfx2Egj via @tbdeastmidlands
780,We made the BBC News too with @JLLUK's story of marketing the largest strategic development site in the East Midlands next to the proposed #HS2 Toton station! Topping off extensive regional and national trade media #PRResult #HS2 https://t.co/on2opkZaMA
782,"But it all takes so very long. They're still only on enabling works in the south and that's nearly 10 years since #HS2 was launched. Now the Treasury has put back the stop/go date even further. According to Alastair Darling, that's what they do when projects are out of control. https://t.co/OojQnXTA0v"
790,"Pictures of our #camden community choir jamming with @TomAdamsSeagull. \n\nDon't miss their catchy political tunes about #HS2, capitalism and corporate greed.\n\nMay 7-25\nhttps://t.co/xylH2S428v https://t.co/rLAseR6yt5"
791,"Rail subsidies, in real terms, are roughly three times higher than they were in the late 1980s - and are likely to go even higher once the main construction phase of HS2 gets underway. https://t.co/HiaVrqx0Pi #HS2"
799,"Petition: With 'notice to proceed' delayed again, halt all HS2 enabling work immediately. https://t.co/YsmiIYpUqR #Conservatives #Labour #HS2"
801,Landscape Institute Midlands AGM #landscape #HS2 @talklandscape lovely evening in Birmingham meeting and encouraging new members and an insightful presentation on HS2.
810,"In the Chilterns the #hs2 route goes UNDER a lake at Amersham down in the Misbourne valley, climbs at the steepest gradient allowed to one of highest points in the hills, emerges from the tunnel to travel on a viaduct all the way down into the valley again - BONKERS! https://t.co/FmxEREI1rr"
812,"Looking for your next read? Check out @TravelscribeUK’s The Country of Larks, out now!  https://t.co/g1LZ9nzIJo #CountryOfLarks #goodreads #HS2  #chilterns https://t.co/V7djP0Ga2M"
814,"#sunsetreflection #rainclouds #elizabethline #hs2 #station #2026 #oldoakcommon #transporthub #takenfromNCY #ranchodeluxe #mybuilding #loftapartments @ High Street, Harlesden https://t.co/2VcTcNQFn3"
817,This is the gvernments committme t to climate issues and equality.\n#HS2 is not going to benefit ordinary people. It just means those who can affird it can get to the South East quicker.\n🤔😡 isueshttps://petition.parliament.uk/petitions/255413
820,"Amazing news that @HS2ltd is now supporting 9,000 jobs! 👩‍💼👩🏾‍🏭👷🏼‍♂️👨🏿‍💼\n\nA great milestone for the project - and great for UK plc! 👇🏽\nhttps://t.co/IAoKP9pdls\n\n#HS2alltheway #hs2 #railindustry #railsupply https://t.co/ja6gjYAN1B"
822,"Early start on @GWRHelp heading to @kpmguk London to talk about the business of #Brexit. With #HS2 in the news again, I thank the Victorians who put this vital railway in place (in the 1840’s...)"
824,"It’s the economy stupid. \n\n#HS2 is a UK-wide project to future-proof our transport network, making it easier for us to move around for work, study, play and family. \n\n⁦@AmberRuddHR⁩ gets it\n\n#HS2AlltheWay https://t.co/o4nm1Sh9n2"
832,Wow the profile of the members' company cars has certainly changed! Great to see progress being made on the enforced 'makeover' @whgc1886   From despair to a future. #HS2 https://t.co/wxg11X67a1
834,"X 2 #Groundworkers with #HS2 induction required for immediate start in #Euston, https://t.co/KpQLV4VSZy. Call #TEAMFORCE on 02033972798 to apply. #Jobs #Construction"
836,Andrew Pestana discusses how #HS2 has enabled #innovation by capturing #ideas and #digital #technology to improve #efficiency and #deliver long-term value for money https://t.co/WCYEWS5uHq
838,"#hs2 does the same from London to Manchester and Leeds. Add to that the fact @hs2ltd themselves admit it won't be operationally carbon neutral in over 120yrs, needs 800 MW or 1/2 a power station just itself (67%of requirement of current entire UK rail network) + concrete &amp; steel. https://t.co/diFyE4npI3"
840,"Clearly you took it seriously enough #HS2 Paul, to drag your sorry arse and long lens along. But of course you are an accredited journalist so you felt it necessary to record this major news event. https://t.co/Yooo9B3UV4"
841,"Places are filling up for Mon &amp; Tue:\n#STEAMhouse are partnering with @balfourbeatty for our next upcoming #STEAMlab which aims to reimagine the delivery of massive-scale construction projects. 13th May, 4-7.30pm &amp; 14th May, 9.30-4.30pm\n\nhttps://t.co/F0PU13EpJa \n#HS2 #BBVSTEAMlab https://t.co/KoRguCkLeN"
842,"Yesterday representatives from our compulsory purchase team attended the HS2 Phase 2b workshop for claiming agents,. The day was hosted by #HS2 and provides insight into what is due to happen in terms of process over the next 18 months! https://t.co/L2jV1faaWW"
850,The next @HS2ltd Community Liaison Forum is taking place at South Bucks District Council offices on Tuesday 21st May. \n\nPlease email to reserve a place. \n\n#HS2 https://t.co/H6DeqxZnxt
852,"Improved international connectivity is an important part of our infrastructure pipeline. #NorthernPowerhouseRail &amp; #HS2 will more than double the number of people in the North within an hour of @manairport – from 2 million people today, to 4.7 million. https://t.co/gicfsWFCAi https://t.co/mogjUqK89j"
855,"#hs2\n\nI thought it was 500,001 jobs and 150,002 homes?\n\nYou forgot to mention that the 92bn assumes people don’t work on trains!\n\nHS2 is an investment in the country’s post-Brexit future https://t.co/9E3GPMB4Qd"
856,"PTE A Students looked around National College for High Speed Rail today, to hear about the brand new HS2 rail line!! @NCHSR. #HBVCTransport #HS2 #Burmstar 🌳💚🌳 https://t.co/b5tuxPLBjl"
860,"Blink and you miss it hurtling out of Paddington, but development is starting to happen at #oldoakcommon #crossrail #hs2. https://t.co/El49zmH0Cx"
862,"Alison Munro was appointed Managing Director of Development at #HS2 in September 2014, following 5 years as Chief Executive. She was then replaced by a man on 6 times her salary. Yes SIX https://t.co/OiaUaEL7cx"
864,"When #HS2 needed #TemporaryFencing for the launch of Innovate, @FenceSafe were able to solve their problem.\n\nFind out more at: https://t.co/VcKwZ1bryT https://t.co/lOsHwqbrht"
865,"If you're in #Manchester this evening and you're interested in #HS2 or UK infrastructure more generally, come to MUI's free screening of Duncan Pickstock's film 'HS2: Whose Line Is It Anyway?' | 6.30pm University Place Lecture Theatre A (3rd floor). https://t.co/vG70hYB8DI"
866,As the vested interests have signed a round robin AGAIN thought this was worth a repost... \n\nEveryone urged to pretend #HS2 is a good idea https://t.co/giH8ywUYlB
868,UK: #HS2 Ltd has signed a recognition agreement with the Transport Salaried Staffs' Association https://t.co/w1JtTQYIMX https://t.co/mfz4v8RoiK
869,"It's good to see that even if HS2 does go ahead that the Cubbington Pear, in Warwickshire will live on: https://t.co/FlwgADaFqx … @woodlandtrust #treeoftheyear #standupfortrees #hs2 @stophs2 @stophs2bramley @hs2aa @ZapHS2 @HS2theTruth"
871,"Amber Rudd really has made herself look a combo,tee fool for backing #hs2 it’s fairly unanimous! @bbcquestiontime #bbcqt https://t.co/p8yPhtDuf5"
873,#HS2Year what about #HS2 ?\nIs it coming? https://t.co/e5O3pFaCFj
877,"Thanks to the @UniversityLeeds for hosting/ supporting  our event to discuss how #HS2 and #northernpowerhouse will transform rail travel across the North, improving regional connectivity &amp; opening up new opportunities for Northern citizens &amp; businesses @ArupGroup"
883,"Weather Update from #Ashford International - Pissing Down.\n\nThis ends your weather update, sponsored by #SouthEastern #HighSpeed &amp; #HS2.\n\nWe look forward to returning to a civilised railway soon. https://t.co/5zNwL9VkEl"
884,Just a few days left to apply for this important role helping to ensure #HS2 Ltd deliver on commitments given to the National Trust and others regarding the special area around the Cannock Chase AONB. https://t.co/10vcswn0Bp @nattrustjobs
886,What news do we have for the new Liverpool station for HS2? It would  make sense to redevelop lime street and use the waterloo tunnel link?  But also be good to see the return of Exchange Station 😀 #hs2 #liverpool #liverpoollimestreet #railway https://t.co/AGZDmy7ajn
887,"Fantastic performance of #HumanJam tonight @CamdenPT - taking aim at #HS2 with criticism, humour, and folk songs. Played by Brian Logan &amp; Shamira Turner, supported by a cast of local people. #theatre #Euston #London https://t.co/SNGJwV6Xkp https://t.co/to8ievR148"
905,"""the real prize for the country is to complete the second phase"" - then why didn't you start with that? #HS2 \nhttps://t.co/EfjpuKLEZ8"
906,"Too many commentators talk about individual projects. For real North West and wider UK growth, it's important that connected projects are discussed. #HS2 is part of an #investment that should compliment other schemes. https://t.co/B3NR7K0PJ4"
908,"Off the back of several dubious reports about #HS2 and its merits being released over the last week, lots of people are bringing up the ""why is it being marketed in this way"" question.\n\nI thought I'd quickly outline my thoughts on why this is...\nhttps://t.co/o9G3UvzUqy"
909,Hope the #HS2 budget has taken this into account\nInfrastructure project final costs average 80% above bid prices\n https://t.co/CXcN6cuta9
910,"Whilst the costly #HS2 project rumbles on despite the criticisms, a German startup focuses on the future - flying electric taxis https://t.co/aFkRx72pFC"
911,"If either Darling or Lamont are on #r4today chatting breeze about #hs2 I hope that they are first shown a picture of this, my charming conveyance for the morning, and asked to apologise for at least 2 minutes each. Then straight after that they are both cut off as irrelevant. https://t.co/YF58cxTKuQ"
915,#hs2\n\nLooks like many people don’t or won’t get that tackling the climate emergency means changing many things incuding travelling. https://t.co/Mme3bVsk2b
918,"At the @BENetworking event this morning, the session was about #HS2 and how #infrastructure will be an enabler to build well planned new communities in cities and around existing and new stations. \nThe most important challenge will be linking communities and place making."
921,"BBC News - HS2 will 'short change' the North, say peers https://t.co/FORip8Tp4G Whether the questions raised are valid or spurious it is significant that peers are NOT calling for the project to be scrapped. Build #HS2."
924,"Businesses across the #WestMidlands are already benefitting from #HS2, ahead of it's arrival in the region: https://t.co/YeGzz6tpSv https://t.co/tTln16xJKx"
934,"HS2 clocks up 9,000 jobs milestone #HS2 https://t.co/K15W5GXRQa"
944,"With over 9,000 people, including 300 apprentices, working on building #HS2, it's providing better jobs and opportunities for people 🚆\n\nFind the right role for you ➡️ https://t.co/VoDjeGq71w #IndustrialStrategy https://t.co/GPeUbzhJWh"
951,Drone footage of the #HS2 site in #Birmingham gives a bird's eye view of the changes in the City: https://t.co/EMGtAKYFgH https://t.co/JjqUchphMJ
953,"#HS2 has confirmed that work on Britain’s new #HighSpeedRail project is now supporting 9,000 jobs around the country. https://t.co/lJvT9oWzu6"
954,"You can read the @UKHouseofLords Economic Affairs Committee report on #HS2, which has been the subject of much media attention this morning, here: https://t.co/U7rCmiC8iF Key recommendations below: https://t.co/U8ZCtelgJB"
955,"So much more than an infrastructure project.  Bringing jobs, mobilising skills and a strong demonstration to connect the #northernpowerhouse #HS2 is a once in a century opportunity to integrate more capacity into our integrated transport mix https://t.co/DKGDixlNIC"
959,"Scrap #HS2, scrap the current hopeless HS2 /NPR arrangements that compromise the conditional outputs of TfN - see @LordsEconCom report Table 2 - and start from scratch with new proposals for the north that address the issues raised in this report @trussliz @DavidDavisMP @UKLabour https://t.co/QfMgdnOo8d"
966,#hs2\n\nI would bet that nothing will change and that the message will be ‘we are determined to build Hs2 on time and on budget’ https://t.co/lFzrJx1H8L
967,"HS2 will 'brief change' the North, say friends #2what.com #hs2 #north #northern #phase #rail #report #scheme https://t.co/fFainBGFKa https://t.co/xCQETQQBan"
969,".@HS2ltd confirm project is currently supporting 9,000 jobs across England https://t.co/OCh7uPHv9c #rail #HS2 #jobs #economy #infrastructure https://t.co/hs8GsYjehb"
971,It's good that HoL #HS2 analysis looked at value added and non-value added activities during train journeys. Maybe similar approach shld be taken to explore the UK Connected and Autonomous Vehicle Strategy. That too may assume that all travel time will be productive/work related. https://t.co/sCk003WUMa
973,"People all over the world (everybody)\nJoin hands (join)\nStart a Tripe train, Tripe train\nPeople all over the world (all the world, now)\nJoin hands (Tripe ride)\nStart a Tripe train (Tripe ride), Tripe train\nThe next stop that we make will be soon #HS2 https://t.co/Rr0xUSDAyT"
974,"No mention of the #EastMidlandsHub or #Toton, no mention of the #MidlandsRailHub, no acknowledgement that #HS2 is a 21st century spine for @MidsConnect and the @Transport4North to build on and link into #HS2alltheway https://t.co/1gLZfyVfKi"
975,"Just published: The #Rural Bulletin with news of #HS2, agricultural tenancy law and changes to public access in the Welsh countryside https://t.co/cppX4Dlrsf https://t.co/N4Jqv2TsJq"
976,"I always thought that #HS2 was not designed for Freight. And in any case, freight companies are relinquishing paths and the analysis shows that rail is a poor environmental choice to move freight when diesel use and getting to rail-heads is factored in ? https://t.co/tHIcSBerM1"
979,The House of Lords @LordsEconCom has published a report on the government and HS2 #HS2 \n\nThe full report can be found here: https://t.co/Fikyoanyyr https://t.co/K5HnCgfDGN
982,"#HumanJam is @CamdenPT’s latest in-house production about #HS2, the story of a man possessed with digging up its history &amp;amp; the small but stubborn #camdencommunity. May 7-25 https://t.co/BhcZ3xtzI2 https://t.co/ZAgjXZ1duY"
985,Please explain how the #HS2 'Capacity' will be filled without a) a massive Public (tax) subsidy for travellers b) the classic rail system (already heavily  in debt and depending on Public Subsidy) will be maintained financially after 69% transfer of PAX from classic to #HS2 https://t.co/i9sWrZHhY6
986,Another week another #hs2 report. Our latest views on why we need it and #NPR. Working closer than ever with other chambers across the north now on this.\nhttps://t.co/Iz9iCIbBtR \n@sheffchamber @WNYChamber @elancschamber @NEEChamber @LpoolChamber
996,"Ready for action! @NE_Thames Piotr Behnke is out at #Helmdon #SSSI #Northants with responsible officer Julian Key @NE_WestAnglia undertaking #HS2 aerial survey work today. They're assessing the habitat post scrub clearance, as the site hasn’t been surveyed for some time https://t.co/MDFfGdAM5s"
998,"""Connecting the 3 major cities of the Midlands &amp; the North, a metropolitan area of about 10 million people, and being able to get between those cities in about 45-50 mins will transform the economy"" #HS2: Business case for Northern extension is 'clear' https://t.co/H3CSE3DjyA"
999,Our Chief Execitive Scott Knowles was interviewed by @ITV News today talking about all things #HS2 👀🎥 #Media #Snippet #Interview #EastMidlands #Business #Represent #Benefits #Economy #TheFuture #Networks #Connectivity #Rail #Transform @ITVCentral https://t.co/HXzqpGBOPJ
1001,We have to invest in infrastructure - and take steps to increase the north-south awareness of #northernpowerhouse assets such as @ProductionPark_ and @aqldotcom - #hs2 will help bring game changers closer together https://t.co/q5YFKklJKU
1012,The @UKHouseofLords Economic Affairs Committee has urged a rethink in the roll out of #HS2. Here we set out what lessons policymakers can take from major inter-#city infrastructure projects in Germany and The Netherlands. https://t.co/w8zRkKykHz https://t.co/w8zRkKykHz
1014,"Rather interesting. Pardon?..\nOh and the best way to be buried, is in a way that protects the environment. Pick a favourite wood or copse. Planning is hell to alter. #HS2 #thenewsquiz https://t.co/NWEhv26UIK"
1016,But @networkrail either need to create more capacity on the Greater Anglian Mainline or upgrade the signalling and create more capacity on the Nuneaton-Peterborough-Stowmarket route. #HS2 is vital but we need more paths to and from our deep sea ports.
1017,"Our @mrbrianlogan talked to @winkball this week about creating #HumanJam, #HS2 and CPT coming together with the Camden community to sing and protest 🎻🎼\nhttps://t.co/8zpFU4UUVb\n\n🌳💀HUMAN JAM returns tonight at 7:15pm 💀🌳\nhttps://t.co/xylH2S428v https://t.co/DLrRMlg2Jb"
1019,"#hs2\n\nWhere is the evidence for the creation of 500,000 jobs?\n\nWhy does an ultra fast train to places that already have railway connections create jobs? https://t.co/YvPm4PirTb"
1020,"Imagine living in a house where swifts swoop over the garden, where the school ‘run’ is a walk alongside a wildflower meadow. To create this developers need to compensate and mitigate for any damage caused to the natural world. 🌳🐝🐦🦋 #HS2 https://t.co/JwK8ewirKJ https://t.co/4j0goyahfY"
1021,"#HS2 is not just about London-Brum, and needs to be seen as a total country project. We use a railway system built 150yrs ago; if you want a reliable system you occasionally need to build new capacity. Britain needs to show confidence to build for itself – Sir John Armit #BBCWato"
1024,Fascinating visit to #HS2 Euston with @CommonsTrans Select Committee @LilianGreenwood @RuthCadbury @robertcourts - Thanks to the team for taking us through this huge British infrastructure project https://t.co/XlOqOrYD3M
1028,#HS2\n\nWhich brave politician wants this for their legacy? https://t.co/rXS3kx6UzP
1029,#HS2 THIS IS SO MISLEADING BUT IT’S RLLY ABOUT THE ANNIV OF THE ALBUM
1035,"Meanwhile, away from all the #stophs2 froth, Robin Lapish, Supply Chain Manager for @HS2ltd is talking to the #hs2 supply chain at #Railtex2019 #stophs2isdead https://t.co/JuRYc48TL9"
1036,"""#HS2 aims to be one of most environmentally responsible infrastructure projects ever delivered in the UK .”@HS2ltd says yesterday.\nAhem:\n*over 130 wildlife sites (1st stage alone!)\n*10 SSSI, \n*an AONB\n*50 ancient woodlands\n#Extinction #wildlife https://t.co/LkN85sfGmG"
1043,They had to make up a business case - they had already decided to build it! #HS2 https://t.co/EIRyJc0qXE
1045,".@HS2ltd confirm project is currently supporting 9,000 jobs across England https://t.co/OCh7uPHv9c #rail #HS2 #jobs #economy #infrastructure https://t.co/epXZi0vGYk"
1047,"Not at all. In the case of Camden, which I know a bit about, the local politicians and the community they represent did not have a cat in hells chance to make any difference to #HS2 . In terms of provincial mindsets up N the local politicians seem well embedded with HS2 and Peal https://t.co/vwML1bilGt"
1049,Forget #HS2 and boost the economy in the north with new railway. \n\nhttps://t.co/BRLLJ2TByM
1050,Great to see the #BuildingEquality team out at @BirminghamPride. Looking forward to lots more collaboration with #HS2 and the other partners. https://t.co/7sys0FslvJ
1051,"Really enjoyed working with @manairportPRESS today putting  northern aviation strategy on the agenda, and importance of surface access via #hs2 and #NorthernPowerhouseRail. Thanks to @BethRigby @SkyNews and @GranadaReports #northernpowerhouse @NP_Partnership https://t.co/UxRc83lWvO"
1052,"#HS2 contracted companies\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nChambers of Commerce Patrons\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nBusiness Leaders for HS2\nAECOM, AMEY, ATKINS, ARUP, KPMG, SIEMENS etc\nSee how it works?"
1053,"#countryfile \n#Netting dress it up as much as you want, its ££££££ nothing more nothing less\n#HS2 Death of the Countryside as we knew it"
1055,"Just about to go on @BBC3CR with @TalkRoberto, talking about #HS2 and the @LordsEconCom report of course. After the item on Post Offices #StopHS2"
1059,"""A report from the House of Lords Economic Affairs Committee also said it was ""far from convinced"" the new high-speed railway will be built within the £55.7bn budget.""\nhttps://t.co/EDBKBHmiga #HS2"
1060,We're planning ahead for the arrival of #HS2 and considering how an enhanced service and future development may affect the local environment https://t.co/Is0lY3GgWq https://t.co/NEQvNLQUiy
1063,Amazing information about the benifits and challenges about #HS2 - will it deliver the intended benifits to the North of England? Will it help close the north south divide? #geography #geographyteacher #rail #railways https://t.co/E7uv2FINdW
1067,"Proof that you can be successful, be academically bright (Cambridge, no less) and yet still be a bit #thick.\n\n#ExtinctionRebellion \n#ScrapHS2\n#HS2 https://t.co/T2zU2Bdc13"
1069,"""Siemens (who make #HS2 trains) welcome John Armitt to our board. John’s extensive experience in the  rail industry as well as major UK infrastructure projects in the building, civil engineering and industrial construction markets will be a valuable asset to our company."" https://t.co/nSUVmODMql"
1071,#HS2 contracted companies...@misshoknews @bucks_herald @bucksfreepress @EveningStandard @spectator @Telegraph @MailOnline @Daily_Telegraph @bbcsoutheast @bbc5live @BBCCountryfile @HS2AmershamAG @StopHS2_LDN @stophs2 @stophs2bramley @itvnews @Channel4News @itvnews @guardian @FT https://t.co/KOA4UC5tkV
1075,"#HS2 PR war continues...\n\nOn the day peers warn it may never hit the north, @HS2ltd decides to pump out a press release revealing it's opening a #Manchester office! \n\nhttps://t.co/Fx2cnnTy3P"
1077,"Tried to PRE-book train Manchester-London yesterday for today. More than £300... So I’ve opted to drive 8hr round trip instead. After all the #HS2 chat today, thought I’d chip in."
1079,Well said @EstherMcVey1 even in the memberships depths of despair with the @Conservatives party every conversation I’ve had indicates MPs like you @DavidDavisMP @trussliz approach on #hs2 gives hope this can all be quickly repaired! https://t.co/UI6f2wG5ty
1081,"With the #HS2 news I was reminded of last week’s train journey at home. This is what trains are like in the north. Ex buses, benches, water comes in when it rains. Money needed here and on southern branch lines. Southern mainliners have nice trains @northernrassist #northernfail https://t.co/fJYKcBKmw2"
1082,£55bn of #HS2 benefits were based on surveys of just 417 business travellers. That's 60% of the total economic benefits based on a small survey.Astonishing! @CherylGillan @tonyberkeley1 @AndyMcDonaldMP @DavidDavisMP @trussliz @andrealeadsom @NickFerrariLBC https://t.co/nDeuLB8d7X
1085,"That's true, #HS2 is about healing hemorrhoids and bottling dreams, if the 17 PR companies employed are to be believed, but it would still be nice to know why PAX London - Brum are so secret. https://t.co/EDBv84xw0g"
1086,"#HS2 s own figures : 40% of the ​‘passenger benefits’, the crucial calculations that underlie the economic case for #HS2, will flow to London, while only 18% will accrue to the north west,12% to the west midlands and 10% to Yorkshire and Humber. https://t.co/EhG5ITPB3O"
1087,#hs2 ltd personnel spent over £2.5 million on rail fares last year. It looks like they will be the only ones able to afford to travel on the luxury trains.
1092,"If you think it’s all calm and quiet on site today, here’s my view behind the camera.... More from here at #HS2 in Birmingham on @BBCBreakfast #hivis #wearenotalone https://t.co/J0W4LINV9D"
1098,"Everyone *expects* projects to be ""delivered on time and on budget"" before they start - that's why they're called budgets\n\n#HS2\n\n#bbcaq"
1100,"Here's folk from #Bradford, #Leeds and #Wakefield arriving in #London to earn money in the capital to take home to #Yorkshire, where they'll spend it. They can do this 'cos of transport connections like #hs2. https://t.co/ORAulv2WE4"
1104,"On @BBCBreakfast #hs2 boss Mark Thurston twice fails to confirm it wii be on time and budget but @BBCBenThompson fails to notice, concluding that he was confident on both. Trading access for a soft interview with the state broadcaster"
1106,"We’re at #SolihullExpo19 today outlining our plans for #TheHub, showing how #hs2 is a catalyst for us to deliver new jobs, housing &amp; improved regional transport connectivity. Come &amp; see us, we’re with @SolihullCouncil https://t.co/jgxFusycOk"
1108,Bank chiefs join UK business call for HS2 line to be built in full https://t.co/kn5lUPkWP8 via @financialtimes Banks and businesses back #HS2.
1110,"Clever, witty political theatre. Bravo @CamdenPT #HumanJam This is what theatre is all about. #community #camden #HS2 https://t.co/zP9OmuwwOF"
1116,Subtle but important change in the #HS2 narrative now. No longer a vociferous clamour simply for it to be shelved but now positive and exciting small schemes which could be swiftly achieved and benefit far larger sections of the population and at far less cost to the environment.
1117,"Jim, please explain how the #HS2 'Capacity' will be filled without a) a massive Public (tax) subsidy for travellers b) the classic rail system (already heavily  in debt and depending on Public Subsidy) will be maintained financially after 69% transfer of PAX from classic to #HS2 https://t.co/ZLQG28YkcK"
1122,Let them have some of the UK #HS2 rail budget. Spacewatch: Nasa wants $1.6bn next year to get astronauts to moon by 2024 https://t.co/Rl8TNp2xIH
1128,"The May edition of the West Midlands Economic Monitor is now available. This month’s instalment looks at the debate around HS2, how much money you need to earn to be happy and inequality in the region - https://t.co/0CUnX9dRSh\n#WestMidlands #Economy #HS2 #Inequality https://t.co/VuluP3wtmQ"
1130,HS2 boss: Business case is 'clear'\n\nhttps://t.co/0wKRVo03iv\n\n#pprltd #HS2 #trains #northwest #birmingham #manchester #leeds #business #economy
1134,"Good to discuss better uses for the £56bn cost of HS2 with @the_tpa. I strongly support getting superfast broadband to every property &amp; transport upgrades including dualling the A5, which would save lives and bring huge economic benefits at a tiny fraction of the cost of #HS2. https://t.co/U3vCyc4Lyh"
1135,Funny that #HS2\nhttps://t.co/xRMr44WqdR https://t.co/txwxmB8Cgf
1142,"With over 9,000 people, including 300 apprentices, working on building #HS2, it's providing better jobs and opportunities for people 🚆\n\nFind the right role for you ➡️ https://t.co/hoPOiuSuF6 #IndustrialStrategy https://t.co/Dpjdft2SqS"
1143,#HS2 boss Mark Thurston states the business case for the Northern extension is “clear” following calls for a re-think last week by the House of Lords https://t.co/p3sGlkB0pn #planning #planninglaw #infrastructure #rail
1144,A great day this week hosting a group of 12 women from all ages and backgrounds on a Women into Construction training programme https://t.co/38DmNU9KNu #morethanjustasuit #employment #readyforwork #womeninconstruction #HS2 https://t.co/631RPVxBiJ
1146,"Despite the negatives, the @sheffchamber is convinced #HS2 &amp; #NPR will prove to be good investments for long term #economicgrowth and #employment. \n\nRead the full story in the @yorkshirepost 👉 https://t.co/HmXzQknK3n https://t.co/wjeFblfKVn"
1148,"On the future site of Birmingham’s high speed rail station this morning as business leaders &amp; local politicians say it must go ahead, whoever the next Prime Minister is. #hs2 https://t.co/jQJwUxNXLt"
1151,"We were pleased to give evidence to the @LordsEconCom on #HS2. We’re clear that the North’s transport network needs investment, and this should be a priority for Government. This means a strong commitment to both #NorthernPowerhouseRail and delivering HS2 to the North as promised https://t.co/phyoGrmwMK"
1153,"#HS2 will mean big changes for #Solihull in the coming years, as work on the project accelerates in the region: https://t.co/1XQfrS0wU3"
1154,"Mark Thurston, Henri Muriston, #northernpowerhouse, #hs2 Theresa May, Philip Hammond, Maggie Thatcher...... you took a helluva beating! 🤣 #5liveYourCall #5live @bbc5live"
1155,"#HS2 will mean big changes for #Solihull in the coming years, as work on the project accelerates in the region: https://t.co/1XQfrS0wU3"
1156,George Osborne on @SkyNews talking about how the next Conservative PM must not cancel #HS2 : showing he still doesn't have his finger on the pulse.
1160,Rail Industry 1.1 lesson - How to fill your boots with public money #HS2 \nhttps://t.co/qqgrKNvGHu https://t.co/gvQOVVl8ue
1161,"Whilst watching the items on #HS2 on @BBCBreakfast this morning I got to thinking just how long would the trains travel at 250MPH between Manchester and Leeds, can't be very long, and how long would it take for the train to get up to that speed."
1164,#HS2 -sums it up well https://t.co/J85ozuelxp
1165,Fast long-distance services are amongst the least crowded trains that serve the cities that will be on the #HS2 line according to @LordsEconCom report. @CherylGillan @trussliz @DavidDavisMP @AndyMcDonaldMP https://t.co/2bZp2ubsBV
1166,"The North needs #HS2 as well as local transport improvements, says Northern Powerhouse Partnership\nhttps://t.co/UHQF2NdCqf\n\nVia @ChronicleLive https://t.co/PXIrFfScOg"
1168,"#HS2 has confirmed that work on the route from #London to #Birmingham continues to gather pace, with activity on over 250 work sites, allowing for 9,000 #newjobs around the country\n@HS2ltd https://t.co/EaIVbpte03"
1169,"#HS2 has confirmed that work on the route from #London to #Birmingham continues to gather pace, with activity on over 250 work sites, allowing for 9,000 #newjobs around the country\n@HS2ltd https://t.co/Ht9xUW7MA5"
1170,"#HS2 has confirmed that work on the route from #London to #Birmingham continues to gather pace, with activity on over 250 work sites, allowing for 9,000 #newjobs around the country\n@HS2ltd https://t.co/c1R3o3f3wD"
1172,"A great 24hrs spent with colleagues getting to grips with mind boggling numbers and challenges faced by #HS2 suppliers @balfourbeatty at the #BBVSteamLab, hosted and facilitated by @STEAMhouseUK.\nReally rewarding day, looking forward to doing more https://t.co/YrnBwsvdEf"
1173,King Herod cheers on huge support from his soldiers for £110Bn project to 'help' Innocents. #HS2 https://t.co/IOSWNtdbr9
1174,"Did you know: #NorthernPowerhouseRail will tie the two arms of #HS2 together, thereby enabling greater capacity and fast and easy travel across the whole country - both East to West and North to South #LeedsKeyToTheNorth #OneNorth https://t.co/Ni433WjG8K"
1176,"Another passionate female speaker @BENetworking this morning, about #HS2 and infrastructure this time, from Maria Machancoses from @MidlandsConnect https://t.co/76ZGQNLg4n"
1177,"Maria Machancoses Director of Midlands Connect, Keynote Speaker for the mid morning session #150years #HS2 #vision #utilize #currentinfrastructure @MidsConnect #collaboration https://t.co/DjSMZkgAtS"
1178,"Well, I have been chatting to Japanese provincials as well as Northern English provincials and everyone 'woke' as they say, is of the view (shared by top economists) that benefits flow to the larger center by way of agglomeration. That is why #HS2 is a very bad idea. https://t.co/BBB6kUU32u"
