,text
373,"Please remind Mr Goldsmith that, right now, we are destroying ancient trees and irreplaceable habitat to take 20 minutes off a train journey.  We are accelerating global ecological 'suicide' by doing this. #HS2 #ecocide https://t.co/gu1SroO2wF"
374,Why isn’t the Government listening on #hs2 ...... it’s just defying all logic or popularity with the public to continue with it! Can someone get @BorisJohnson @OdysseanProject @RishiSunak to listen to this? \n\n@CherylGillan @Mike_Fabricant @joymorrissey @RobBAylesbury @ConHome https://t.co/IUI3DOXEau
375,"This is just the start of #HS2 pollution Warnings by experts have been consistently ignored HS2 impacts hundreds of water courses, drinking water, aquatic life and biodiversity It really is the #FastTrack2Extinction https://t.co/UmyqG2xgsj"
376,Whilst a few @XRebellionUK #covidiots ponce around achieving nothing at #hs2 sites today (for one day only) here's the reality.. https://t.co/3vNdggBpnV #stophs2isdead
377,"Whichever side of the fence you sit on, #HS2 has to be scrapped.  Covid-19 will change the way meet forever.  Zoom, broadband, Skype etc are the future.  Costs for premises and travel can now be dramatically cut by most businesses.  About time the likes of @GarethDennis woke up."
379,MPs Confirm Parliament &amp; Public Consistently Lied to Over Cost of #HS2 \nhttps://t.co/Xfjm9wsHI6 are two court cases  #StopHS2 \n\n#NHSnotHS2
380,Imagine being a person bulldozing ancient trees down for #HS2 taking out loads of breeding birds and animal setts and warrens in the process. That is some serious disconnect.
381,This is before we take into account that the #HS2 business case is dead in the water now we know how to Zoom. #StopHS2\nhttps://t.co/5zEQQc1KOW
383,"This morning reports have come out about HS2, it could cost an excess of £100 billion because of delays. What a total joke, nobody asked for this bloody train to be built anyway. It's just a waste of money and they just need to scrap it.🤦‍♂️🚄 #HS2"
384,"“Here in Euston, where we’ve got 17 football fields worth of destruction behind us, they’ve cut down our park, cut down trees, dug up 40,000 buried bodies...“\n\n#HS2 is funding a massive police operation amid the #COVID19 crackdown on the #RightToProtest\n#NHSnotHS2 @Hs2Rebellion https://t.co/dZwscsNNfB"
386,"Strong words against @HS2ltd from @Natures_Voice \nhttps://t.co/tyAHPpNdtG\nSupport Tree Protectors at #HS2 sites along proposed route; like, follow, share &amp; comment on #HS2Rebellion across social media &amp; check out briefing:\nhttps://t.co/WxfQKZfEK8\n#NHSnotHS2 #StopHS2 #ShutTheSites"
387,Here's classic @XRebellionUK #hypocrisy. This is #covidiot 'eco-warrior' @LarchMaxey who's travelled all the way from Warks to #London to sit up a tree as #Euston today as part of an anti #hs2 protest. Where else has he been in the past few day? 'social distancing'? @metpoliceuk https://t.co/IC8REBLHHJ
388,So the defense of the UK and its assets home and abroad are worth less than #hs2 \nThis Govt should be ashamed of itself for allowing #hs2 to continue when it is not needed and will lose at least £20bn at least on Govt figures. When will @Conservatives have the guts to stop #hs2 https://t.co/EoyN5CUZ9V
389,"#HS2 is a job creation scheme &amp; nothing more. What's needed is creation of green industries &amp; green jobs &amp; energy-saving projects, urgently needed to mitigate disasterous climate change. HS2 will not! 120 yrs before carbon neutral. No jobs on a dead planet. #StopHS2 https://t.co/uLebs6VbHD"
392,Why does @BorisJohnson persist in making us world leaders in coronavirus deaths and loss of wildlife? We are one of the most wildlife impoverished countries in the world. We cannot afford #Hs2 in any sense. @Keir_Starmer @WildlifeTrusts @pow_rebecca @mrjamesob #NHSnotHS2 https://t.co/4UdsPiqM6O
394,"Wow! Who could have predicted this? #HS2\n\nHS2’s costs and potential delays are running out of control, warn MPs https://t.co/gF6KEtuQck"
395,"In the past months, the pro #HS2 mob have been stating that HS2 will pay for itself with ‘returns’\n\nWhen I ask how, all l get is a stony silence or abuse.\n\nWhat most people don’t realise is that rail has not made a profit since the war, is heavily subsidised &amp; has a £50bn debt https://t.co/LB1yU6PQiF"
396,Enforcement agent! That says everything doesnt it..#HS2 is being forced against the will of the people https://t.co/OH2X0xvRrE
397,"None of the carbon sink loss of 40,000 acres lost is included in #HS2 carbon costs https://t.co/jhQ0sEbRHr"
398,"Demonstrators are blocking access to building sites for #HS2 in #London and #Warwickshire, in protest against construction work continuing during the coronavirus outbreak. https://t.co/LVBffJlVqj"
399,This is (unintentionally) hilarious! Can @Hs2Rebellion or anyone else explain how a few kids poncing around dressed as bats (in woodland they failed to 'save') whilst spreading #FakeNews about bat deaths is meant to stop #hs2? #stophs2isdead https://t.co/AA9Zetme7P
402,"Crackley Lane #Kenilworth 4 April 2020 (see below video 49-54s) and now. All this destruction by #HS2 during nesting season because @NaturalEngland issued licenses &amp; HS2 ecologists claim nothing lived here. I do not believe no birds, bats, or other wildlife unharmed by this work https://t.co/8y8zyRNtio https://t.co/vVfZeDxMvs"
406,Going against the people is against the law surely @BorisJohnson giving the goahead and failing to halt it with all of the evidence against it is unconstitutional. #HS2 Bankrupting the economy! @ukjudiciary @UKSFO @commonspac @uktreasury @Keir_Starmer @RishiSunak @grantshapps https://t.co/xYq0Hfon6y
407,"Thank you. While in the UK, #HS2 destroy what little we have left.\n\nBig money interests hell bent on covering every last field in concrete and tarmac. Up to 360 km² lost to road building in the last 10 years.\n@MayorJPalmer @SteveCount @AnglianWater @GreaterCambs @lewis_herbert https://t.co/xc0wpAq5Fb"
409,surely there should at the very least be a temporary halt to #HS2 and an examination as to whether it's going to be worth the eye-watering money in post-#coronavirus Britain?https://t.co/6Gt9fjHLDm
410,"#HS2 = snouts in trough, greed at the country's expense. https://t.co/GXUwbzlccu"
411,"Check out our recent news below. If you think these trees are worth saving and #HS2 is a white elephant taking funds that could be better spent on the NHS, then please donate to support us: https://t.co/Z6adVRo2ky  https://t.co/1KY5pOqQDg  #StopHS2 #NHSnotNHS #ExtinctionRebellion"
413,Do we really need #HS2!!??\n\n@BorisJohnson's chop-down in lockdown \n\n@Hs2Rebellion Bat Action calls out HS2 wildlife crimes\n\nhttps://t.co/Ztjc28FlLB \n\n#NHSnotHS2 #ShutTheSites #HS2Rebellion #StopHS2
414,"#HS2 fan boy Adonis now promoting cycling! Perhaps he should encourage remote working, rather than inter-city commuting too! #StopHS2 #NHSNotHS2 https://t.co/KShLt6Zkll"
416,"Unjustifiable HS2\nTrains 90% empty after lockdown.\nNo justification for HS2 - absurd, delayed &amp; expensive “investment” in old technology.\nAdvanced digital communication will reduce need to travel.\n#HS2 an irrational diversion of £110 Billion of tax payers money.\n#TelegraphLetters https://t.co/6z6k1ZEeLp"
417,An old lady died and the next day law enforcements gated off her house so her family couldn't go and collect anything. Families are being forced out of their homes.\n(1/3) #HS2 #stopHS2
418,"#AskRishi Time to scrap #hs2? We should not have to work longer, have lower pensions or face more tax to pay for a luxury high speed train we cant afford to ride!"
419,No they wouldn't. There are other parties to join with these views - the Conservatives for instance. I would leave the #GreenParty immediately if their policy changed for #HS2 Dividing your enemy won't work so go home eh? https://t.co/J557NTBB7Q
420,#HS2 costs out of control https://t.co/KVjfnPlRBv
421,HS2 ‘badly off course’ as damning report accuses government of hiding soaring costs | https://t.co/J7zHsRhCcb #HS2 #coverup #corruption
423,"#HS2 pouring our money into the pockets of the wealthy for something that will benefit only a small part of the UK while the rest of the UK goes without, never mind the horrendous damage being doing to England's once green &amp; pleasant land https://t.co/uroxWIRjhI"
425,"#HS2 being constructed throughout #Lockdown ~destroying countryside and homes, costing as yet unknown £billions, #Waste of #Taxpayers money. #RemoteWorking is the future; commuting is now #OldSchool. Let your #MP know your concerns."
426,And while the nation pulls together to look after each other and our beautiful country #HS2 quietly continues to plan devastation and irresponsible use of public money #STOPHS2
427,"If ministers refuse to cancel HS2 Phase 1 due to the sunk-cost fallacy, they should at least announce that Phase 2 will never be built. They must get a grip on wasteful spending given the horrendous crisis now facing the public finances. https://t.co/TISifXLQtT #HS2"
428,"#HS2. Never understood it, what's the point? Can we cancel it and offset the £200bn saving against the forthcoming #coronacrash?"
429,"Ten years ago, HS2's budget was £33 billion. That grew to £55 billion by 2015. Last year, a review by estimated that the final cost would be between £80 billion and £90 billion: https://t.co/xb6qeBtQvO #HS2 #StopHS2"
431,Supporters of #HS2 might as well be sitting in Vegas putting £200 billion debt of taxpayers money in the slot machines and even then they would get us a better return https://t.co/IPTIVEMxsI
433,Dear Mr @jeremycorbyn \n\nPlease create a new breakaway true #Socialist party. \n\nI will be there. \n\nK thx bye\nFFEC \n\nps. no #HS2 in woodlands this time though eh 👍\n\n❤️
435,"Oh Goody Goody. Another ""Aren't we responsible"" PR Puff ftom the Contractors who hope to trouser millions by building this White Elephant. #HS2 @mcahs2 @NetsNot https://t.co/LmP0CsGCCf"
436,#HS2 Killing Biodiversity. HS2 pummels the ground an plants twigs while it cuts down rare ancient biodiverse forests.\nhttps://t.co/T8zh3lWpxl
437,#hs2 affects just 0.01% of ancient woodland. This means just 1.7% of the 470 miles of #HS2 actually impacts on Ancient Woodland &amp; by design! Compare that to the Lower Thames Motorway Crossing of which 66% of its 14 miles impacts on Ancient Woodland - yet where are the protestors?
438,Massive pollution of water caused by #HS2.  #ScrapHS2 https://t.co/nedkXqlQRQ
439,"Are #HS2 taking the P?\n\nAre they so insensitive to the misery they have caused to thousands of people, that they think it is appropriate to play a game to name machines that will continue the misery?\n\nIt is time the spineless @BorisJohnson realised #HS2 will be his demise. https://t.co/Bnlat9kzz9"
440,Our tree protectors are sacrificing so much to #stopHS2 destruction. Not all rail is equal: #HS2 will NEVER be carbon neutral over its 120 year lifespan. Let's fund the NHS instead. Donate to support our protectors:  https://t.co/Z6adVRo2ky https://t.co/9HH2BwuReM #NHSnotHS2
443,I haven't seen as many bats this year despite the rise in insects. #HS2 are busy cutting down the local ancient wood. https://t.co/aKFSnUUP8N
445,"If you've not yet read #CHRISTIANWOLMAR's recent \n ""#HS2 arguments are fundamentally dishonest"" article which this tweet links to, its well worth a read https://t.co/PN3bKe2V5C"
446,With more people working from home in the future and ongoing social distancing #HS2 is a colossal white elephant and needs to be stopped. It should be paused now before any more money is wasted. https://t.co/UBexD3S3Od
447,"A good read : How do the billions spent on #FurloughScheme compare to cost of the banks bailout, #Trident and #HS2? https://t.co/XL2Pn90DOq"
449,#hs2\n@grantshapps \n@Andrew4Pendle \n\nAnother day when you’ve done nothing to stop these breaches!\nWhy do we pay you? https://t.co/4kFuO4p1aV
451,"#AskRishi When will #HS2 be scrapped ? In a time when UK government has borrowed VAST amounts,would it not be wise to save over £100bn and rethink #HS2  and NOT destroy vital habitats etc? Scrap it @RishiSunak the way we work and travel has changed!"
452,"You lot seriously need to stop repeating the lie about “greatest deforestation for 100 years”. It barely registers as damaging to environment. Far more damage caused in last century by building of M1, M6, M25, Milton Keynes, and a plethora of housing estates. Stop the #lies. #HS2 https://t.co/uBaqWUQGhq"
453,"The influential public accounts committee has warned that the costs of #HS2, along with potential delays, are running out of control.\nIt's a damning assessment, further undermining confidence in the entire, hugely expensive scheme.\nhttps://t.co/pLakA5PXYX"
454,There is no way the good people of this country will allow #HS2 to go ahead. \n\nProtests are erupting everywhere. \n\nIt is the wrong project &amp; the wrong time in the wrong country. \n\nUK citizens deserve better then this. \n\nhttps://t.co/em0MmIp8WH\n\n#StopHS2 @Hs2Rebellion #NHSnotHS2
455,#NHSnotHS2\nThe #HS2 project is an un-necessary project the UK cannot afford. Join us on our call tonight to find out how you can support the campaign against #HS2. \nhttps://t.co/8h2dYJB6xF https://t.co/8Jrpvo5FDd
456,Trojan horse #HS2 pay wildlife trusts!! @WildlifeTrusts treachery at its most supreme! https://t.co/SixYW46zA1
457,Why are people still discussing capacity on #HS2 The pandemic has altered our world entirely and it will never be needed
458,"This is another absolute #lie about #HS2. We’re quite used to Dick Wellings economically illiterate lies but one which claims this, on a project costing somewhere between 55 and 88 billion over a 20 year build program and employing British companies and taxpayers, is grotesque. https://t.co/6gstuJJNdx"
459,Same process Ponzi schemes are floated and designed to fleece the public and create something out of nothing which sounds very much like #HS2\n#HS2 &amp; @UKParliament have stopped the press from and public from seeing reports that show #HS2 should not proceed as no longer needed/cost https://t.co/w3ZpNv6BVD
460,"#HS2’s costs and potential delays are running out of control, warn MPs. #StopHS2 #RethinkHS2  https://t.co/inV4BtRW6f\n\n#NHSnotHS2"
462,If day is night and lies all true then at the very next #PMQs there will announced by Boris Johnson an immediate  halt to all aspects #HS2 and an apology for giving it a covid19 go ahead. #EmperorCovid19IsNaked
463,.⁦@HS2ltd⁩ #HS2 Just a brief reminder from 2019 — ‘It’s an enormous act of ecological vandalism’: the ancient forests under threat from HS2 https://t.co/e7C2fxvO1d
465,"#HS2 Opponents are Bare Faced Hypocrits? Unlike Bernadette Kelly, who told the PAC factually incorrect ""reconstructed data"", misleading MPs !! Wow !! N.E.T Bailiffs ignoring individuals basic rights. So Protesting about HS2 is not a moral stance? Strange idea of morality @mcahs2. https://t.co/z1AAZpYOoB"
467,"Yes you are right there #HighSpeedRailGroup / @HSRailGroup Ker Ching!! That will be another £63.5bn added to the the #NationalDebt, whatever the #Covid_19 economic cost is adding to it. Just what we need. #HS2 \n\n#NHSnotHS2 #StopHS2 #RethinkHS2 #XR #XRebellion #HS2 https://t.co/DxgSR6vym9"
468,Venezuela and Bank of England head to court over £1bn of bullion  https://t.co/nGe5p9uXAe via @ThisIsMoney The UK gold reserves are about £200 billion The cost of #HS2 HS2 literally costs all the gold in England
469,#England #Scotland #Wales covid 19 outbreak could give @Conservatives the real chance to cancel #hs2 because they'll never be as before a tangible case for its building https://t.co/4rYRCPd0jO
470,"#HS2 should not be top priority right now @BBCNews daily #coronavirusuk update. @RobertJenrick and how are you going to give the public more room to walk around on the high streets or safely complete building work?  Death toll over 30,000. Priority should be  #health not #wealth"
471,"Fighting to save ancient #woodlands from unnecessary destruction by #HS2 during the #covid19 #lockdown.\nBBC Breakfast from #Crackley Woods, with an additional @WoodlandTrust spinbusting statement provided #StopHS2\n\n#ShutTheSites #HS2Rebellion\n\nhttps://t.co/pV1a4p2wwW\n\n#NHSnotHS2"
473,Why is @andy4wm turning a blind eye to illegal practices by #HS2? https://t.co/8z9JFxFjlc
474,"Incapable of even delivering PPE, this govt cannot be trusted to build the world’s most expensive railway; #HS2 . \nRemote working &amp; virtual systems suggest the already skewed benefits statements are the stuff of fiction. This ill-conceived &gt;£100bn vanity project must be scrapped."
475,"Shocking pictures as peaceful protester assaulted by thug from #HS2 security. When the #SecurityGuard is confronted by onlookers he runs away, protected by his colleagues.\n@RTUKnews\nHS2 is out of control, it is a #roguecompany.\n#ShutTheSites\n#NHSnotHS2\n#StopHS2 https://t.co/c9NorgYGsA"
477,Plenty of people turning on Johnson with a vengeance now.\nHe can't afford any more mistakes now\n\n#Huawei #Lockdown #HS2 #UpsetTrump #DaftIrishBridgeIdea #IranDeal\n\nYou can't defend any of these cock ups anymore.\n\nhttps://t.co/oPg1RrewId
478,Obvs.\n\nBritish public demands a halt to #HS2 devastation during the corona pandemic \n\nhttps://t.co/I2GW7Ifugu \n\n#NHSnotHS2 https://t.co/vbiZ1I8u0O
479,Please listen to me The one #HS2 petition that should be being promoted right now is this one https://t.co/852fttydfb Yes I wrote it I started the anti HS2 movement in 2010 &amp; chaired #StopHS2 Maladministration is criminal &amp; proving all decisions were unlawful is our best chance
481,&amp; still wholesale destruction continues apace\n\n#HS2 #EcologicalEmergency  https://t.co/oEj3HNTWjJ
484,A huge swathe of our remaining Ancient #Woodland is being being torn out from the Heart of England by #HS2 This is our Amazon and we must protect it. We do not give our permission. We will come together on this.. Peace Love &amp; Thanks to our brave protesters https://t.co/bvH6NiRQE6 https://t.co/Cs5EyBYmQa
485,"How about scrapping #HS2  &amp; invest in local infrastructure projects to benefit all @grantshapps @BorisJohnson @RishiSunak #Covid19 crisis has confirmed we do not need long commutes answering the capacity argument, completely destroys business case &amp; delivers common sense, surely! https://t.co/NeyJ7pov2J"
486,My sympathy is with those who are convinced of the huge damage to our natural environment from the construction of #HS2
487,Protesters demand that the tens of billions being spent on HS2 go towards funding the NHS instead: https://t.co/16pk26l0Fn #HS2
488,Fucking #HS2.\n\nThe #government are looking after their chums.\n\nThe #Taxpayer has no option but to pay.\n\nYou're a fucking joke @BorisJohnson @10DowningStreet @HouseofCommons @UKHouseofLords https://t.co/ovYwBE2ohf
489,The Government should scrap #HS2 to avoid implementing the drastic cuts to public spending and welfare proposed by #RishiSunak in his leaked paper dated May 5. #COVID19UK #lockdown https://t.co/r9srGFbXlZ
490,"1/2 #HS2Ltd @HS2ltd Good to see you publicising #HS1 as an example for #HS2 to follow. You will!! #HS1 left us #UKTaxpayers with a debt of £4.8bn rising to £10.2bn (2012 prices) after 60 yrs as this #KentOnLine news item points out  \n"" HS1 has £4.8bn debt"" https://t.co/VtX71TyHUa"
491,"Where in Phase 1 Hybrid Bill, is there a clause allowing this type of behaviour? Please point it out if you can find it. #HS2 @edwardtimpson @EstherMcVey1 @EdwardJDavey @Keir_Starmer @mcahs2 @NetsNot @stophs2 I would hope that MPs would challenge Shapps NOW. https://t.co/PN60oDG2LK"
493,"#HS2’s costs and potential delays are running out of control, warn MPs https://t.co/J6x8dU18W8"
495,#HS2 'badly off-course'... 'costs spiralling'... 'blinded by contact w/reality'; Ind. MPs - https://t.co/eJ7prH5tVB.  Quelle surprise....
497,Pressure mounts on Boris Johnson to ditch the £100 billion #HS2 massive waste of money.\n https://t.co/X424ansl6j\n\n#NHSnotHS2
498,This memorial wood is being destroyed by #HS2 with them refusing sensitivity Heartless Callous Disgusting as you would expect from Boris's trainset  https://t.co/HpTDKxCfMr @RobBAylesbury https://t.co/MSMOSpOcQC
499,And still we pursue and in fact ramped up spending on #HS2 which is 100% debt We can not afford this Chinese Pay Day Loan https://t.co/Eiged10fiE
500,"Still waiting @Keir_Starmer @UKLabour to say where they stand on #hs2 as it continues to Destroy the English Countryside &amp; steal funding from Wales, Scotland, N.Ireland who receive no benefit but still have to pay for a project EVEN the Govt admits will lose money &amp; is not needed"
501,Surely the most comprehensive reset of #HS2 as ‘it’s badly off course' plus we’re going to see massive #UKGovernment #Budget holes is to cancel the program? https://t.co/Aoxhuk9o7D
502,"Party are gathering against @BorisJohnson .....blood in the water.....Hunt not holding back against @MattHancock failures, Sajid Javid critical of @RishiSunak handling of economy and Esther McVey critics @grantshapps for #hs2! All over for Johnson? #DailyBriefinguk https://t.co/j9cKMBmGKa"
503,"This sounds like:\n•A party political broadcast\n•A bid for a contract (they already have it)\nI am strongly opposed to #HS2, the damage it causes to land and people’s property. The @Conservatives back it for no other reason other to get voters. This thread reminds me of them. https://t.co/zMS5W0KChk"
504,"#hs2\n\nWhite elephant,dead duck,dinosaur and now albatross!\n\n‘And then we have all of Boris's 2019 campaign promises to pay for, such as the massively over-budget albatross known as HS2. ‘\n https://t.co/D1bLlMtNfZ"
506,"#Hs2 at it again - violence, illegal activity, ecocidal covid superspreading. We cannot afford this corrupt vanity project financially or environmentally. Please help @mrjamesob @piersmorgan @GreenPartyMolly @jessphillips @Keir_Starmer #NHSnotHS2 https://t.co/7DHE8MiCxw"
507,⁦@UKSFO⁩ it is absolutely clear that there should be an immediate criminal investigation. #HS2 how far does the stench permeate? https://t.co/QsFZ1f2YX1
508,Has #HS2 drilling polluted Sharlowes lake? Read River Chess Association statement here https://t.co/PzGEpyV4fi @Feargal_Sharkey #ChalkStreams https://t.co/lHNT7F6PIZ
509,"#HS2 - just like the Government - has gone “badly off course” &amp; further cost increases &amp; delays cannot be ruled out because of the way it is being managed, according to an excoriating report by the parliamentary spending watchdog.\n\nJust scrap it - &amp; HS2.\n\nhttps://t.co/KzGd1gLXJS"
510,#HS2 tory Britain dictatorship and police state. is this a free country or not? We have a democratic right to object to our taxes being wasted and our woodlands being destroyed in the midst of a climate emergency @warkspolice @LeighDay_Law @Charles_HRH @guardian @UKParliament https://t.co/Kkn2cVEmKt
511,“#HS2 will stand as an example of worst practice in the face of the climate and ecological emergency” and it will “cause a significant net loss of #biodiversity”\n\n@Natures_Voice \n\nhttps://t.co/md4jlHwkc7 \n\n#NHSnotHS2 #ClimateChange #ClimateEmergency
512,#Heroes\n\n'We have set up camps in the trees to save Kenilworth's ancient woodland' \n\n- protesters talk about their daring campaign to stop #HS2 \n\nhttps://t.co/IqXhLOzLMG\n\n#StopHS2 #NHSnotHS2
513,"If anyone wonders why I blabber about #HS2 so much it’s because of the continual flow of BS like this. Seeing such groups being mouthpieces for the IEA/TPA &amp; the road/fuel lobby is bizarre &amp; disappointing. And no, I’m not employed by @HS2ltd in any way shape or form.\n\n#NHSandHS2 https://t.co/OhQKica3tZ"
514,This thing must be stopped #HS2 it is out of control. Inept incompetent management overseeing an ill-conceived folly https://t.co/3SI9wDJU5N
517,£106 BILLION on a train nobody wants and #HS2 admit is carbon negative! A deficit on all fronts! #NHSnotHS2 https://t.co/RJHn6VaKwl
518,"Feel free, but I don't live in an Ancient Wood, liable to be decimated by HS2. #HS2 https://t.co/h8NNkAIEFS"
520,At a job creation cost of way over £1m each! They dont include the jobs lost to the project! It's utter insanity! #HS2 #HS2Engine4Debt #ChinesePayDayLoan https://t.co/7k4U4XbLoX
521,Great to hear @LiamHalligan talking good sense on the nonsense that is #HS2 on @talkRADIO with @JuliaHB1 \nThis guy needs to be given more air time regularly\n@Iromg
522,DON'T BELIEVE HYPE OF #HS2\nhttps://t.co/efT9N411FZ tbe facts which prove otherwise. Even Oakervee downplayed #HS2 figures. Classic Rail is having at least £11.5bn taken away pa. Servicing the debt even  low int + plus maintenance &amp; subsidy will cost 2020 figures almost £10.7bn pa https://t.co/69TtfrVTnz
525,"Baroness Vere answers in the evening!\n\nSays OK to ignore sunk costs because #HS2 might not go ahead - WTF\n\nSunk costs at present £7.5bn, if were included in calculation says that the heavily massaged BCR (18tph &amp; no working on trains) is now just 1.1-1.3\n\nhttps://t.co/Qd3NDtnh92"
528,So 1 in ten on transport @stophs2 @BorisJohnson HS2 stop it now it’s never going to work #Covid19UK  #HS2 @piersmorgan use the money wisely.
529,#Tory #HS2 wasting our money as project out of control. \n#StopHS2 Give people back their homes. https://t.co/KrN7JpUF6P
531,#HS2 all this for a 20 minute quicker journey from London to Birmingham 😂😂shows how untrustworthy politicians really are with taxpayers money init.
532,Govt borrowing announced for last month.. £68 BILLION! #scrapHS2  @RishiSunak when are you going to halt the fraud that will swallow £106 BILLION?? We the people DO NOT WANT #HS2 @commonspac @UKParliament @BBCNews https://t.co/oMFOOdv125
533,"Better get her a big bucket for all those crocodile tears for this once mighty oak https://t.co/VFKfDnNPcC getting the chop for a #road scheme, totallly unrelated to #hs2 https://t.co/BDYRqKvl6U"
534,An even more inconvenient truth is that #HS2 have quietly dropped the plans to make it go that fast due to it being too hard and technical for a bunch of clowns to achieve. (I kid you not). https://t.co/rWepguNtZN
536,"All for the sake if #20minutes  what a waste of money which could have gone into the #NHS    #BBC News - #HS2 'badly off course' with bosses 'blindsided', MPs say https://t.co/WUyPDGXSBW"
537,We have a suggestion for @BorisJohnson who may be looking for a dead cat story to distract from the #dominiccummings travesty - how about announcing that #HS2 is scrapped due to ridiculous costs and the fact that people can work from home?
539,Dear @EdwardJDavey ..... you are going nowhere in the polls and going nowhere generally....suggestion....take a stand against #hs2 and it’s destruction of the environment and it’s cost in a time of financial crisis? @LibDems @libdemdaisy https://t.co/7zDXn9mMBN
540,"Why would @garethdennis say this when #HS2 own self assessment is scathing.\nRisk management, Assurance, Project management and Project controls ARE in a mess. https://t.co/G2IOhYa1zY"
542,Truly jaw-dropping. There are many sources of finance for the #NHS : try halting #HS2 and it’s £100 billion projected spend for starters. Totally dwarfs the £900 million @BorisJohnson justifies from our wonderful foreign #NHSheroes . Shameful and shambolic government . #StopHS2 https://t.co/o8NCReeoo9
544,"No, the dog didn't do it, nor #hs2, just scruffy, irresponsible people #flytipping https://t.co/uJmP0lq0V0"
545,"Enjoy the Poisoned Tory Concrete Paradise Flattened by HS2, Roads and Covid Deaths.\n\nThanks for all the Fish (what's left of them). \n\n#Whistleblower #HS2 #LeaveAlert"
546,One for the good Guys &amp; Gals who fight #HS2 in whatever way they can.\nThey are the unsung heroes not only of the Environment but also the waste of the Publics Money.\nKeep Fighting for we will not be moved from our objective of getting #HS2  CANCELLED! https://t.co/OTngIFSuzL
547,#HS2 bosses 'blindsided by contact with reality'. Lacking transparency and undermining public confidence.. \n#ToryBritain #ToryLies #SackBoris \nhttps://t.co/SyQS1VtAdi
548,"Bizarre morning. At 20 minutes notice I was asked to represent #HS2 protestors in court, as I randomly got into the virtual public gallery and they didn't. \n\nMore bizarre was that arguing against an actual qualified QC, I managed to win, or at least get the adjournment we wanted."
550,In 120 years there is an increasing possibility of #humanity being #extinct or having at least suffered a major societal collapse due our dumb thinking of which #HS2 is a part. #ClimateCrisis https://t.co/c40rHdh1KK
551,#HS2 All this was done with the connivance of Camden Council which has a supine attitude to central government.\n\nI’ve long thought democracy a farce in this country. I now know most informed people would agree with me.\n\nhttps://t.co/jKEJjU1TRU
552,"Well this is clearly bollocks of the highest calibre. #HighSpeedRail untried and untested?! Quick, someone tell the #Japanese how dangerous it is! Oh wait... #Shinkansen high speed rail one of the most reliable, fastest and safest ways to travel you say? #HS2 https://t.co/SWSZPMzOll https://t.co/H0lzOhZy1E"
554,This is a so called security guard who allegedly threatened to come back with a gun. He's protecting a cottage that has been taken by #HS2 is this really the kind of professional behaviour we should accept. https://t.co/UUiMNYCLtW
555,Surely now then it's time that we scrapped HS2 and stopped wasting millions on nuclear weapons??? #trident #HS2 #recession2020 #covid19 #bbcnews\n\nBank of England warns of deepest recession on record https://t.co/7XKb7z9R5B
556,"All aboard the gravy train, @BorisJohnson is paying, so put your #HS2 orders in. Britain cannot afford &amp; doesn't need this extravagant, unnecessary &amp; unwanted by most 'Vanity project'. #StopHS2 @stophs2 https://t.co/XQ2ufrBzIE"
557,Unfortunately HS2's gigantic tax bill will destroy wealth and jobs across the UK. It's misleading to focus on the seen benefits while ignoring the unseen costs. #HS2 https://t.co/l1RYihBxvx
558,"High-Speed 2 project managers ‘blindsided by contact with reality’, says Public Accounts Committee @CommonsPAC  \nhttps://t.co/mpPj8aIPsB\n#HS2 https://t.co/JaTLU7Klzy"
559,"#HS2Rebellion #StopHS2 #NHSnotHS2 \n#HS2 = Ecocide, vandalism, destruction on a gigantic scale - for an insane, unnecessary vanity project which will only make @HS2ltd and their contractors even richer\n@BorisJohnson @grantshapps https://t.co/Mi8Ghytk2K"
560,"When they see a Prime Minister destroying our Natural Heritage and condoning Ecocide, they think its alright to destroy our Natural World. #HS2 @BorisJohnson \n\nhttps://t.co/OQezmUZ4D8"
561,Money disappears by the barrowload and things don't get done. You can tell we're in the most corrupt country in Europe. #HS2 #Corruption \nhttps://t.co/T7ZkVuPLYm
562,💯% kill #HS2 \n\nIt’s old technology now and will be obsolete technology when it’s due for completion \n\n#StopHS2 save money https://t.co/ttXg0DlsXM
563,Shame that #HS2Ltd has not made the same pledge to all those who have been dispossessed of their property since compulsory purchasing began. #HS2 https://t.co/5dtajDGRDM
564,"Damning report by MPs warns that #HS2 is badly off course.  @Meg_HillierMP , Chair of @CommonsPAC and  @tonyberkeley1 former Deputy Chair of the Government's HS2 panel and former Chair of Railfreight interviewed on LBC by @Nigel_Farage https://t.co/VrTTRTuvwy"
565,600+ deaths today but it's ok because they are getting back to work on #HS2 🤦‍♀️ I really don't think the loved ones of those who have died give a rats arse about #HS2 \n#DailyBriefing #TorySpin #lockdownextension
566,"I don't know if this is true, I haven't corroborated this information about 1000's of bats being killed by the #HS2 route (trees felled) - but if it is it's another extremely worrying aspect of our environmental policy. We need to protect dwindling animal species however we can https://t.co/Dz7jpzRde6"
568,#HS2 bosses accused of hiding spiralling budget and delays https://t.co/nX5QEEZolV
569,Another #HS2 lie https://t.co/q7lbXJEpfH
571,MPs Confirm Parliament &amp; Public Consistently Lied to Over Cost of #HS2  https://t.co/eM3SzkCDgd
572,This is dire.....why is @RishiSunak bankrupting the country to fund #hs2? #skypapers @Kevin_Maguire @toryboypierce @maitlis @BBCNewsnight https://t.co/NDUitrHj3l
