,text
494,Rich mans #trainset is the priority #hs2 https://t.co/QJUAJMs7UB
496,Birmingham Airport mulls plan for terminal inside HS2 station https://t.co/XtFnG0qku8 (£) Build #HS2.
503,Chris Grayling was in Derbyshire yesterday talking #HS2 with the debunked argument it will the take freight off... https://t.co/RJxPT14qE0
505,Birmingham Airport mulls plan for terminal inside #HS2 station -\n from train to plane in minutes ;)  @cnplus https://t.co/tl8TzNTDrn
506,Have they mulled if they can get Public Subsidy for their brilliant idea? Bet they have #HS2 https://t.co/lQXDZGGtTK
507,Here's the Chancellors statement #HS2 Paul https://t.co/w8dSNdC9QB https://t.co/HWcEbUEMjr
508,"In addition to #EV funding, I wish any party would plough the same money as #HS2 into #Autonomousvehicles #research https://t.co/BaFvUevCTC"
509,"Birmingham Airport mulls plan for terminal inside #HS2 station. Sound idea, as already used at many global airports\n\nhttps://t.co/eaRZM9yy59"
512,3Rd Runway will be self funding. Brum airport #HS2 Nah! https://t.co/ZNaIu7AOqA
513,Industry welcomes manifesto commitments to #HS2 https://t.co/z26W3YXzvk
514,Industry welcomes manifesto commitments to #HS2 https://t.co/fWimLc9W7k
516,Evidence shows #HS2 will shift more high skilled jobs to London. For some politicians Vanity trumps Sanity #GE17\n\nhttps://t.co/RCMDwQLNaA
520,Birmingham to get £2m musical clock at site of planned #HS2 station https://t.co/X2WuzEZ4Db https://t.co/tzgomgpmwN
525,"That's it. The manifestos are out, &amp; only the no hope, vote scraping parties oppose #hs2. Good. Let's get on with things."
526,#HS2 &amp; Cross Rail 2 need review https://t.co/DoF2tHyUY6
529,.@neil_parish are you pro #HS2? pro #foxhunting? pro May's #socialcare policies? pro #fracking? It would be good to know before the vote
534,"#HS2 , what is the projected electricity usage of HS2 ?  https://t.co/oNvbvNnycy"
535,Should the UK Build HS2? https://t.co/BKTipStnRb #HS2 for the few not the many!
536,Yes it has endorsed HS2 and I met the CEO in London to discuss this and he confirmed the support #hs2 https://t.co/cIajMr3jin
537,Checking the shopping list https://t.co/idTHNnwmBk via @stophs2 #hs2 #stophs2
539,#Britain can do better than a £50bn (#HS2) train line (#Hyperloop)  https://t.co/5Q98ynQqQ6 via @CityAM
540,Chair of #CPRE is a pal of #LordAdonis original instigator of #HS2 [only following orders of #EU ] #CPRE endorses #HS2. I cancel membership
549,The jobs veneer is slipping away. #HS2 will turn our region into an extension of the London comuter belt... https://t.co/CO6hqSttq6
552,"#Virgin, #Stagecoach and #SNCF join forces to create “a powerful world class partnership” in an attempt to win #HS2. https://t.co/raIJhpL2rF"
555,"High speed rail never goes to plan, does it #HS2 ? https://t.co/hlQVgg3iFB"
558,.@Conservatives pledge to deliver #HS2 &amp; expansion of #Heathrow. CPA members can view our manifesto summary at https://t.co/vClnbj0Y1o
559,What Italy’s Frecciarossa taught me about HS2 https://t.co/ICQO6A6XQ8 #Italy #Trains #HS2 #Frecciarossa https://t.co/SbaNn52Do6
561,A great piece by @jacknpeat on what Italy's high speed trains taught him about #HS2: https://t.co/tsdgLU4jNX
562,Something fascinating  that can be learned about Italy's infrastructure https://t.co/9GCD1lKOBY  #HS2 https://t.co/fF4F2ElibT
563,The more you read about Italian HSR the more you begin to wonder https://t.co/eNj8bzjEbW #HS2 https://t.co/fQEfcZBCUm
564,What you may not have learned about Italian HSR https://t.co/9GCD1lKOBY #HS2 https://t.co/fQEfcZBCUm
565,"New Virgin venture ??? as @richardbranson says ""Can cars fly"" &amp; questions whether better transportation options than #HS2 @virgingalactic"
568,"1/2 How do these plans to increase capacity on the #ClassicRail system affect demand forcasts for #HS2 ""#RSSB publishes"
570,Seats must fit obese passengers https://t.co/cWh2EDZEIz via @telegraphnews Healthy options needed in on board catering offer! Build #HS2.
572,BUILD #HS2 - W Midlanders will GO#HS2 to NEW jobs in LN returning to spend their wealth in WALSALL
575,"1/2 #NetworkRail are establishing a #HS2 Integration team to "" maximise the benefits and integrate HS2 with the existing conventional"
576,"You might say that Frances, I could not possibly comment #HS2 https://t.co/qrfOnUPgtE"
578,#NHS is World Class and is a credit to the UK why are we neglecting it? #HS2 https://t.co/voxbKKyHJK
583,"May 4th, Nashville, our next #Fusion360 and #HS2 Fast Track event - absolutely free\nhttps://t.co/GwbJL0jJbr\nhttps://t.co/v9HF8Jw6FY"
586,Are wider seats really the answer?! #hs2 https://t.co/rPC79XrBuc
587,"May 4th, Nashville, our next #Fusion360 and #HS2 Fast Track event - absolutely free\nhttps://t.co/NOogKNgkFB\nhttps://t.co/od5Vt3KGKk"
588,May promises to deliver #HS2 : https://t.co/htGbARbopP Another channel for London to suck resources from Yorkshire &amp; the North. Give us #HS3
589,"May 4th, Nashville, our next #Fusion360 and #HS2 Fast Track event - absolutely free\nhttps://t.co/uiJX1Afnkx\nhttps://t.co/gfORJF8nag"
595,"The failure of the Virgin 'litle red' service, because of the lack of passenger demand between the two cities, is in the public domain. #Hs2"
601,"Well, if you need the measure of the intimidatory #Hs2 claque, there it is. Thanks guys. That is what #Hs2 is all about. Enjoy."
603,"May 4th, Nashville, our next #Fusion360 and #HS2 Fast Track event - absolutely free\nhttps://t.co/9Zdcx0khEk\nhttps://t.co/Nfg3FpsqyP"
607,More than 700 back Scunthorpe Telegraph HS2 campaign | Scunthorpe Telegraph https://t.co/uYUBUtWJt7 Build #HS2.
609,How #Birmingham plans to regenerate areas of the city thanks to #HS2 https://t.co/AzhTW7yuqX https://t.co/pSnrcQkblA
610,What do we want? a fact based assessment of #HS2 When do we want it? After independent peer group scrutiny https://t.co/ZlVaTKjY40
614,#HS2 constantly refer to 'Old Moores Almanac' in order to refine their business plan https://t.co/waVyQ6rplY
619,The latest Railway Engineering News! https://t.co/6jSUJwuIsC #hs2 #shenfield
625,Thin as a reed #HS2 Jim https://t.co/NxYnNCs51W
628,"Northern Transport Summit: Rail, Road, Air and Ports https://t.co/KImw8b5Pbf via @PlaceNorthWest #HS2  #HS3 @Transport4North"
630,The latest The Chesham Town Feed! https://t.co/jIm8E5z2X6 #hs2 #profoundsounds
633,"https://t.co/FLYXA4mJqk Least popular (marginally) = ""most hated"" according to @joerukin - the master of spin! Build #HS2."
634,Theresa May answers questions on the future of the HS2 https://t.co/8Oe2oAPcKK via @telegraphnews Build #HS2.
636,Cheshire East paves way for #HS2 at busy cabinet meeting https://t.co/aRk9UTkHtk via @PlaceNorthWest
639,Should the UK Build #HS2? https://t.co/lxc3nMst43
643,1/2 Cancelled or delayed trains hit national 14-year record high https://t.co/IAJx2uacrd via @RTMNews\n\nOmens for #HS2 not looking perfect
646,"An #HS2 fact. \nOf the 41 MPs who voted to #stophs2 in 2014, 34 retained their seats in 2015 - a full 83% ! https://t.co/kj8KGD46j1"
647,"Rail in Crisis event on Wednesday evening will discuss #HS2, Network Rail and other problems. Details here:  \nhttps://t.co/gSMuNDPQJZ"
649,Should the UK Build #HS2? https://t.co/yY3OK9PYRt
650,Derby City Council – Throwing Erewash under the tram? https://t.co/blkES7kF2t @StopHS2Erewash #HS2 #Erewash #Derby #Nottingham
653,Are you affected by #HS2?  Get in touch with our team to find out how we can help  https://t.co/9ZBhwV3wAD
654,Hitachi unveils AT400 ‘British Bullet Train’ concept https://t.co/RWVA2J1Qzc Build #HS2.
657,Crossrail and Heathrow in legal dispute over fees https://t.co/Hr1tCiU6tJ via @FT #HS2
658,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/PaJ86cYxWv https://t.co/TgJJosTol8
659,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/0BJJ3hNiwz https://t.co/mBM84C1lGT
662,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/HL2SMC2Pxu
664,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/0BJJ3hNiwz https://t.co/CXm71XUWae
665,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/PaJ86cYxWv https://t.co/rMlazCYN6q
667,Ground investigations for #HS2 starting in my area in June ongoing till October. https://t.co/1wg3fstDUn
668,Do we still want #HS2 train and a 3rd runway at #Heathrow ?
673,Now that is good news - what about N X Rail as a priority - tunnelled - we have enough tunnelers in S. Non? #HS2 https://t.co/DyeLX1UBxo
675,I hope you got your #HS2 T Shirt Mr G - distributed by the 'vested' interests no doubt https://t.co/kJlHFqd77l
676,Chris Grayling now live and answering questions https://t.co/ekVaTUhcuZ - want to ask him about #HS2 ?
677,Should the UK Build #HS2? https://t.co/n9bXKtqx0q
681,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/0BJJ3hNiwz https://t.co/VjSoQ0T2yo
682,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/PaJ86cYxWv https://t.co/2ChJV2MnIW
685,#hs2 Yes or No? Have you seen the polls? #construction #underground #vote
687,"Full, ahem, steam ahead... #rail #HS2 https://t.co/Yix2tx3fwb"
688,#HS2 likely to create polarisation of high-skill jobs in London https://t.co/HyU2IKAvME
689,"No idea why, once  #HS2 gets steam up, the UK needs any domestic flights."
690,Stop faffing around with runways on present #Heathrow site... and get #HS2 and 3 and 4 built. UK domestic air travel will be redundant.
691,Camden council has opened a consultation on #HS2 happening at London Euston station\nhttps://t.co/9jU1JmXFA4 https://t.co/MSi6uTI7Uc
693,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/PaJ86cYxWv https://t.co/zfAq1PE52L
694,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/0BJJ3hNiwz https://t.co/ehlaRwuW8h
698,Maybe Kate can let us know how we can integrate a double amputation with ballroom dancing #HS2 https://t.co/gWRBriYwtN
703,Green Party manifesto: Invest in regional rail links rather than #HS2\nRead more at https://t.co/Z60YPF6pAd via @po_st
709,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/0BJJ3hNiwz https://t.co/JyjXwaKjRD
710,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/PaJ86cYxWv https://t.co/PK0XSFrqox
712,#Camden council opens consultation on #HS2 upgrades at #Euston https://t.co/2MfBxzkw1W via @RTMNews
713,Camden council has opened a consultation on #HS2 happening at London Euston station https://t.co/9jU1JmXFA4 https://t.co/lDcnK6VhlI
714,More interesting quotes about #HS2 https://t.co/UM6HFVrLH4
715,"Nice if you can get it - Andrew McNaughton, Technical Director #HS2. £297 per night stay in Radisson Blu Beijing\nhttps://t.co/VgDgnZAkil"
717,Do you support the construction of a high speed railway (HS2) connecting London to Birmingham? #HS2 #railway #economy #jobs
719,#HS2 Drops @ 5pm! Get Ready!!!!!!!\nhttps://t.co/zYvxqj4PVe
720,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/0BJJ3hNiwz https://t.co/v5DwB9AmLo
721,Birmingham Airport considers #HS2 terminal to capitalise on high speed network https://t.co/PaJ86cYxWv https://t.co/gWCbzmPjVt
722,#HS2 Ready 😏💯
725,#HS2 is go is going to be perform if on the 30th. That's @IKeepItMcReal and I. Keep an eye and a heart out. #monoscene
728,#HSUK vs #HS2 High Speed UK (HSUK) - Full https://t.co/iEhoTqCrqu via @YouTube
729,What Italy’s Frecciarossa taught me about HS2 https://t.co/YNEGKRvVi8 via @LondonEconomic An interesting read. Build #HS2.
731,Excellent ! It could be run for us by the Argentinian Rail co in partnership with Virgin #HS2 https://t.co/v3bjpSXSSA
733,Don't forget the £54Bn (mates rates) #HS2 https://t.co/m5XgmoNxZA
737,You can say goodbye to #hs2 now #wmca
738,2.30am alarm set prior to a 4 hour commute to London for a 7.30 start #placement #HS2 🙄
740,#HS2 give up on passenger numbers and go for passenger bulk https://t.co/OpgkIuxL8a via @telegraphnews
741,.@PlaceNorthWest #NorthernTransportSummit - @TEMproperty and @TattonEstateM@delighted to be sponsor https://t.co/qNPpDm4sa1 #HS2 #Cheshire
743,Crossrail 2 hits buffers as uncertainties over Brexit and election take hold https://t.co/poeUuimsls #HS2
747,If you live anywhere near the proposed #HS2 route WATCH OUT - HS2 IS ABOUT and might want to access your property!! https://t.co/w6h7TH3wg4
748,"Clearly not Jim - but never mind, the #HS2 Flat Earth society has members from around the globe https://t.co/8uDq9qoOGy"
749,Peter Is #HS2 still practising '#TheMushroomTheoryofManagement'? in #Euston /#Camden? https://t.co/jPwOb0YHdx
755,1/3 The #HS2 #GreatmoorSidings #PublicInquiry to begin on 18/7/17 at the Littlebury Hotel #Bicester. More info here@ https://t.co/gxiQQC5ra3
757,This #photography exhibition launches today at 2:30pm! Explores impact of #fracking &amp; #HS2. https://t.co/DheoPj4cK7 https://t.co/3Ouk25BChd
760,But hey! you will be able to get to Brum a few minutes quicker on £54Billion #HS2 https://t.co/HEmqaRMDwN
762,Please Note this is NOT #HS2 'Construction' work. Interesting news on the @HS2ltd @Cmnplace project. https://t.co/D3I0xWzPXc
766,ESI awarded groundwater contract for HS2 https://t.co/64GYIE4PiM Build #HS2.
767,"There is strong evidence that the same question will be asked of #HS2 - ""Is any amount of money enough?"" https://t.co/TXbuZvQMZP"
770,Labour &amp;amp; Conservatives Mistakenly Remain Set On HS2 https://t.co/BffEYWgZ2k via @stophs2 #hs2 #stophs2
771,"“Under capitalism, man exploits man; while under socialism just the reverse is true.” JKGalbraith #HS2 https://t.co/8uCv4DGDIR"
778,So shall I tell Bruce Jenner that he is in with a shout as development partner #HS2 Euston ? He will be pleased https://t.co/1LW8rjDfsv
779,"#GE2017 Another Anti #HS2 candudate: ""#UKIP announce General Election candidate for #Chesham and #Amersham"" https://t.co/A0f6NXNLzK"
781,Just like they charge ahead with £54Bn #HS2 19th C technology not looking to the future https://t.co/SDdwkCusRb
783,Survey: HS2 is the Least Popular Policy Amongst Conservative Party Members. https://t.co/MVfBdiZ8c5 via @stophs2 #hs2 #stophs2
785,Anyone bothering campaigning in Snarestone in NW Leics? Let's talk #HS2  @ABridgen @UKLabour @LibDems
786,"As time goes on, the idea of #HS2 is more and more like #H2S : https://t.co/v3G4ngvi8d"
790,"On the 17/5/17 this #TwitterFeed on #HS2 issues had it's 4th best ever day since starting in Nov 2016, with 7,421 views"
791,Not HS2 Railway Line! PM Blog. #hs2 #pmsim #projectmanagement https://t.co/ah0cO4lgZ8
792,"Chris Grayling said ""entire purpose of #HS2 is freight"".....why are we spending £63bn to create freight capacity! #rfconference"
805,Should the UK Build #HS2? https://t.co/ayk8KEgxS5
806,Not HS2 Railway Line! PM Blog. #hs2 #pmsim #projectmanagement https://t.co/C8i7qLmNC5 https://t.co/sGvRti6jPK
807,#NHS or #HS2 ? Should the UK Build HS2?  Scroll down to vote https://t.co/N485faXrBy https://t.co/EKqmn6ixAc
808,#NHS or #HS2 Ask Kier and vote for him\n\nShould the UK Build HS2?  Scroll down to vote https://t.co/N485faXrBy https://t.co/fsZKzV4EIT
813,#Chesham #Amersham #ChalfontStPeter #ChalfontStGiles #Missenden before you vote 4 #CherylGillan remember this? #HS2 https://t.co/XLgWRENlLA
816,Care policy and #HS2 in manifesto big own goals #GE17 @theresa_may https://t.co/hLyvg4qsBP
819,"#RothwellHustings: #Labour's David Nagle ""supports #HS2"" but also concerned over route &amp; consultation."
822,"#Virgin, #Stagecoach and #SNCF join forces to create “a powerful world class partnership” in an attempt to win #HS2. https://t.co/7elZPThe3F"
823,At least we know #hs2 is in capable hands 😂😂😂 https://t.co/qbMnXEA3Fv
825,Congrats for a well deserved nomination #infrastructure #transformation #HS2 https://t.co/MbHLDtonbH
826,Good old KPMG https://t.co/P7nYnx7VEM #HS2 https://t.co/6b1D5tiyWH
827,#HS2 just an invitation to the #Trough : https://t.co/s7siLUmJHs
828,The latest The Stratford upon Avon Daily! https://t.co/SIzyhxCRmn Thanks to @StuartAllenFCMI @JLFilm @CakeAgency #travel #hs2
829,#HS2 Solutions: Your solution is on @G2Crowd. Update your profile page today! @HS2Solutions https://t.co/swOewsolKX
833,Grayling puts forward arguments for Flat Earth #HS2 from around the Globe https://t.co/4NNf9s9iHH
836,Well said @BurnhamForMayor on @daily_politics #NW #HS3 must be priority over #HS2 in fact scrap #HS2!
840,Are you affected by #HS2?  Get in touch with our team to find out how we can help  https://t.co/9ZBhwV3wAD
841,Other policies at this nadir of grassroots support #HS2 -  #conservatives #GE17 https://t.co/DAI46T0XJI
842,What could they say in the manifestoes? https://t.co/papVH9qkam via @stophs2 #hs2 #stophs2
843,#HS2 'business case' is heavily dependent on questionable forecasts of future... https://t.co/kRHIXX6rcm by #joerukin via @c0nvey
847,A look down the proposed #HS2 line. Because obviously we need to get to London 11mins faster and… https://t.co/Ib46W5hzqt
848,The HS2 development has increased the demand for contractors. Learn more: https://t.co/bOKFDaEwov #HS2 #Contractors https://t.co/vBNLGhjeS8
852,#bbcsp #marr \n#HS2 trains traveling faster\ntwice as fast (KE=1/2mv^2) means 4x damage (W= Fs) https://t.co/LjRNwXWL7r
860,Should the UK Build #HS2? https://t.co/0ex1g0D1pQ
865,"On the 18/5/17 this #TwitterFeed on #HS2 issues had its best ever day since starting in Nov 2016, with 10,126 views"
868,#marr What are the real Wider Economic Benefits of #HS2 ? A n independent rail expert speaks https://t.co/AiqcZNyeuw Shouldn't we fund #NHS
873,Our railways are Victorian. Built before double decker trains &amp; high speed capable. No amount of work on existing network can match it. #HS2
874,Did you know that the secretary of states representative overseeing 'value for money' for #HS2 works for #KPMG  #DrainTheSwamp
875,A rare visit from the #HS2 community engagement team https://t.co/BibyQ8JtWf
877,The latest Politically Aylesbury Vale! https://t.co/8pWoIJOQsa Thanks to @niknamH @AylesburyLibDem @truzyllo #aylesbury #hs2
880,Why not route #HS2 direct to #Doncaster and make #DoncasterRobinHood into #Heathrow's #3rdRunway? #London and #Edinburgh only 75 mins away!!
885,1/2 At least 2 anti #HS2 candidates for #GE2017 in #Warrington: Warrington North constituency candidates for General Election 2017
886,"More #vestedinterests getting #jobsfortheboys for #hs2, project with #nobenefitscase. #Bigglesbaiting https://t.co/pZ6EKSj7jH"
889,The future of UK construction looks bright with #HinckleyPoint #HS2 #HeathrowAirport projects on the horizon\n\nhttps://t.co/KMjJlSl591
891,#HelenFlynn We need to think again about #HS2–before it is too late https://t.co/nFBfvTIhhC
893,"#HS2, England's green &amp; pleasant land, the TV extras of Primrose Hill: today's launch of Signal Failure @HousmansBooks promises this &amp; more!"
894,I didn't know that #HS2 was going to make use of #BumperCars on the new line! https://t.co/bIpieDJ5UU
895,Another fine view of the new #BumperCar technology to be used on #HS2 https://t.co/qA8v7O9VAI
900,"Just voted in local election, LibDems, solely on #HS2"
901,#Birmingham: New future revealed for #Curzon Street Arch #HS2 @WMVicSoc @My_BCU  \n https://t.co/jYMqUwAsvk
906,1/2 The franchising system to be used to determine the joint #HS2 / #WestCoastMainline franchise holder comes under criticism here:
907,Rebirth of this old station #HS2 #Birmingham\nhttps://t.co/RYfPKInWQz
909,Rebirth of this old station #HS2 #Birmingham\nhttps://t.co/uBNLwsraxZ
910,Rebirth of this old station #HS2 #Birmingham\nhttps://t.co/uBNLwsILWz
911,Bechtel ramps up recruitment https://t.co/9fzewFQUlr (£) Build #HS2.
913,Rebirth of this old station #HS2 #Birmingham\nhttps://t.co/Nsh52oCPGl
927,What does Theresa May have to say to everyday heroes who saved jockey Declan Murphy’s life? #HS2 is more important! https://t.co/e3wAEgucd2
928,But it still involves Crewe - are you suggesting people might want to live there? #HS2 or not https://t.co/ePo6objqSM
930,Well #HS2 is going to do absolutely nothing but reinforce the dominance of London. #bbcqt
932,"Really hoping this translates to a major #Crewe #rail gateway, jobs and growth for the region #HS2 https://t.co/nQjCx25bID"
933,New! Great opportunity to join #HS2 as a Senior Planner for a v. large civils programme. Up to £65k+car+package: https://t.co/Fzml5aceEy
937,France’s @SNCF joins bidding for UK’s #HS2 rail line. via @FT https://t.co/iMO2bnhPqB https://t.co/DmTS2pJKOL
939,HS2 concept trains on show at Railtex https://t.co/v2eIOz3Ggz via @railjournal Build #HS2.
940,The #HS2 Local Connectivity Package will join high speed rail to local transport services: https://t.co/DH78dLuI2V https://t.co/Rm2HLkNo2A
941,"Don't forget, we have a chance to speak with Maggie Throup next Monday about #HS2. What would you like to ask... https://t.co/Oh4dJhMlZn"
942,"who is building #Hickleypoint #nationalised #china #engery firm, who is buildind #HS2 #France #nationalised #rail, lets did it ourselves"
943,Companies have been showing off potential concept trains for #HS2: https://t.co/LoIZ9fIFf7 https://t.co/PZx9R9yhQe
944,Should the UK Build #HS2? https://t.co/hkt3zbNbNX #GE2017 #GE17
946,Drilcorp complete work on #HS2 Project \nGeotechnical Engineering Services goes form st https://t.co/IqXTKBoywy... https://t.co/p2KYYU0Iow
948,"1/3 Apparently this is in #Labour's draft manifesto for #GE2017 ""Complete #HS2 from #London to #Birmingham, #Leeds, #Manchester and"
950,Should #HS2 be built? https://t.co/VypLoYGDW8 https://t.co/zHiY0zGYZy
952,Stations are the most difficult part of #HS2 as everyone has a stake in them #Railtex2017 https://t.co/ldQYyhoqGu
953,McNaughton says that first contract let for #HS2 was for growing trees to ensure environmental sustainability of project #Railtex2017
954,"2033 is still finish date and #HS2 budget has not changed, confirms AM #Railtex2017"
955,'We need to up skill the whole supply chain to build the rail virtually' #HS2 #Railtex2017
956,"#HS2 won't be rushed out, designs must be right before shovels go in the ground says McNaughton #Railtex2017"
958,"#HS2 must integrate with growth plans everywhere, not just in Birmingham says McNaughton #Railtex2017 https://t.co/Ek9sXbWt2x"
960,#LabourManifesto pledge to take #HS2 to Scotland......route goes directly via #LakeDistrict.....@timfarron supports this! #bbcdp @afneil
961,#HS2 decisions on whether other train companies can use paths - that's something for gov to think about #Railtex2017
962,"Midlands Connect, the business and local authority organisation hoping to push #HS2 on us, is advertising for... https://t.co/Szv2OnoGjn"
963,"Moving swiftly on to another speech by McNaughton, about moving from bill to construction on #HS2 #Railtex2017"
964,This time focusing on what's happening next few months to get to constructing #HS2 #Railtex2017
965,The hybrid bill is about both the construction effects and operation effect of #HS2 says McNaughton #Railtex2017
966,"Some of the largest topics were not about trains, but Lowry movements on roads and habitat replacement #HS2 #Railtex2017"
967,McNaughton walking through next steps on to much smaller hybrid bill for phase 2a #HS2 #Railtex2017 https://t.co/Da6xMehgz9
968,We want best of British melded with talent from around the world says McNaughton #HS2 #Railtex2017
969,£6 - wait until you try to afford a ticket for #HS2 https://t.co/gOgA1atVxu
970,The challenge is getting specification right #Railtex2017 #HS2 designs will be signed off back end of 2018!
971,Systems contracts will take longer to hand out as thought must be given to how software works together #HS2 #Railtex2017
972,Here's the latest rundown of the status of the contracts for #HS2 #Railtex2017 https://t.co/0e0gVVwrTb
973,"We have a responsibility to set #HS2 in the future, AM says #Railtex2017"
974,Call for supply chain to innovate - #HS2 does not have monopoly on ideas #Railtex2017
975,Nothing has changed on length of trains - basic unit is 200m operated two in multiple #Railtex2017 #HS2
978,Great interest in our #drone capabilities in the #railway industry @Railtex today #HS2 #Railtex2017
979,And next we have more #HS2 discussion - this time on diversity and equality #Railtex2017
980,"completely agree with @alexrussell29 on priority over links to #leeds &amp; #sheffield over #HS2 , need #hyperloop for #North #insiderNWprop"
981,We are now officially RISQS accredited to supply the #rail industry https://t.co/MqNBIRXPYO #construction #HS2 #Railtex2017 #infrastrucutre
982,Lomas - rail industry is 20 years behind and railway must be build for all #Railtex2017 #HS2
983,Call for EDI driven design to solve issues that make travel uncomfortable for many people with disabilities #Railtex2017 #HS2
984,Looking forward to getting in and installing the kitchen! #newbuild #commercialkitchen #HS2 https://t.co/iXUm3RfOCq
985,#HS2 does not need to push people out but bring more people in #Railtex2017
987,#HS2 diversity of workforce - better than rest of industry but still could do better #railtex2017 https://t.co/icOBMY66GT
988,#hs2 improving diversity by making websites accessible for visually impaired people #Railtex2017
990,'We have to change to suit new talent' #Railtex2017 #HS2 #Diversity
991,Mark Lomas talking #HS2 and skills gaps in the #Railtex2017 Knowledge Hub right now. https://t.co/85CcYXQ64g
992,EDI is solution to rail skill shortages #HS2 #Railtex2017 https://t.co/dw6SFIGiGb
994,We have binned the 'Garden Bridge' lets do the same with the #HS2 Garden Path that we are all being led up https://t.co/cIwcEc5Omu
995,Leaked Labour manifesto suggests continued support for #HS2... https://t.co/6JVjWMRslK
996,'You cannot win a procurement with #HS2 without improvement to EDI' #Railtex2017 says Mark Lomas
997,I hope you have that long spoon handy Mr #HS2 G. Consult the good book Matthew 5:29 https://t.co/FiMpFxppt9
998,I'll be discussing rail policy and Labour's renationalisation plans on Radio 4's World at One just after 1pm. #HS2
999,Theresa May answers questions on the future of #HS2 https://t.co/bQcB8cWepy
1004,Some fantastic modern design on display here! \n\nExciting times for the industry #HS2 #Design #Architecture https://t.co/exdIQ8FmWi
1006,Its Labour Union paymaster policy #HS2 https://t.co/8gxBs2MzpL
1011,If only they would but maybe renationalising #hs2 would equate to the same thing? https://t.co/8xNq6Q2ith
1014,Should the UK Build #HS2? https://t.co/GInQ0bPJWH
1018,#HS2 Catering franchise up for grabs https://t.co/UNHrO7PoGQ
1020,For the few #HS2 #vanityproject #ge17 https://t.co/IfugqVcPxr
1027,#StopHS2 review of #Labour &amp; #Liberal manifestos re #HS2:So far in the manifestos... https://t.co/aCUkVGbsZh via @stophs2 #hs2 #stophs2
1029,"#HS2 leading the whole of the UK up the £54Bn ""Garden Path"" https://t.co/oSBXumCpv4"
1030,Should the UK Build #HS2? Poll - scroll down https://t.co/QHcadrcEOI
1031,Who's said what in the manifesto's released so far about #HS2\nhttps://t.co/tqkXN7Srqs https://t.co/kQEbkhch66
1037,PR Advisors to #HS2.....@jeremycorbyn @johnmcdonnellMP are supporting this! #champagne #forthemany https://t.co/3HtTcgIKXO #ToryManifesto
1038,Connectivity improvement due from #HS2 should help regional airports add value to our #aviation offering #NorthernPowerhouse #NCEairports
1040,Take a look at the #HS2 concept trains on show at #Railtex #ThursdayThoughts\nhttps://t.co/Hz216r0qGP
1041,So far in the manifestos... https://t.co/EiSaSeVLs1 via @stophs2 #hs2 #stophs2
1048,"Commitment to #HS2, Northern Powerhouse, &amp; Heathrow expansion #ToryManifesto"
1049,"Commitment to #HS2, Northern Powerhouse, &amp; Heathrow expansion #ToryManifesto"
1052,"#Torymanifesto includes programme to continue development of #HS2, Northern Powerhouse Rail &amp; #Heathrow expansion"
1053,"#ToryManifesto ""We will continue our programme of strategic national investments, including #HS2, Northern Powerhouse Rail &amp; #Heathrow"""
1054,"#Torymanifesto confirms #HS2 going ahead under ""team"" May. No surprise there. Don't suppose that'll appear on any local Tory leaflets."
1056,#torymanifesto https://t.co/Vd18wq2dAD Vote on #HS2
1057,"#NCEairports #HS2 will bring @bhx_official great connectivity opportunities. Airport now looking at potential for 2nd runway, Kehoe says"
1058,"Main #ConservativeManifesto points on infrastructure: 1) After rumour HS2 might be binned, it provides certainty for both #HS2 and #Heathrow"
1059,Conservative Manifesto!\nNot much on #HS2
1061,"Any thoughts, Paul? And also why are you so keen on #HS2? Genuinely interested. https://t.co/hhvRfvRDVv"
1063,Tories commit to Heathrow expansion and HS2 | Buying Business Travel https://t.co/agJjXel5mC Major parties stay positive. Build #HS2.
1064,It's all on page 11 https://t.co/jbbeaSDGuL Major parties united on high speed rail. Build #HS2.
1065,The Tories confirm in their manifesto (below) that they will support #HS2 and Heathrow expansion - At a national... https://t.co/2KwqcYYYTU
1067,Suspect people will be saying this widely re #HS2 given change in economy/culture by the time it's completed. https://t.co/BV9RtCN3T6
1069,"Given #hs2 extension to Scotland goes via @timfarron constituency, I'd be surprised he keeps his seat! #LakeDistrict https://t.co/uOP9ueJcEX"
1072,"1/2 By 31/1/15, on behalf of #HS2Ltd  the #Dft had spent £328.8m on acquiring property for #HS2. This sum, when added to our"
1073,https://t.co/Vd18wq2dAD Chance to vote on #HS2 and its value https://t.co/T2S3CAxqPM
1075,You could incentivise them by offering a free one way trip on £54Bn #HS2 #NHS #torymanifesto https://t.co/urZxaGULc7
