,text
456,There really is little public support for #HS2 Read the comments. In fact read the comments of every newspaper article too! Just 12% of the public think HS2 is value for money (Comres Feb 19) https://t.co/9U2bb2kSMp
457,"Here's a long analysis of @TheGreenParty rail and #hs2 policy that exposes it for the dogmatic, dishonest mess that it really is. The Greens offer no solutions, they'd just leave us with rail gridlock. https://t.co/2g2x3OgrAE"
458,HS2 is a vanity project any new PM must scrap. These comments are rich from an architect of #Brexit waste and government who have deprived @NHS. Why can so many other countries get hi speed trains right? Are we doomed to an engineering past? #HS2 https://t.co/FMeDEq6o0z
460,"Another horrendous #HS2 David and Goliath story where, once again they got things wrong.\n\nSally Cakebread falsely accused of crimes by HS2 and Department for Transport https://t.co/mQW4vsnD4Y"
461,"#HS2 delivering 90,000 new homes?!!! \n\nIf it was their shareholders' money at risk, these business leaders would be fired for investing in such an extravagant, wasteful, poorly conceived project. https://t.co/34viixOuOj"
463,Final word Nicky.......#hs2 is just 1 trainline with just 13 stops.....11 of them already have the best rail service.....costing somewhere between £56bn and £156bn......what about the rest of us? #bbc5live #5live #WakeUptoMoney @bbc5live
465,"It's not often the woefully #remain biased #bbcqt makes me laugh out loud but well done to #TracyBrabin #MP for her comment on #HS2. ""We're far too pregnant to pull out"" was a thing of comedic joy &amp; blunt honesty. Killing HS2 would be the greatest waste of UK money in history."
466,"Fantastic - Wunderbar! #HS2  An environmentally destructive, polluting infrastructure built by the Germans, the French and now we hear, sold to the Chinese, paid for by proud UK Taxpayers. https://t.co/qMGgMVmPVN"
467,problem is they mainly live in the South. \nIt's why everything goes to the South.\nIt's why we're paying ridiculous money to patch up Westminster.\nIt's why #HS2 and not HS3 https://t.co/V7BEgkufpA
468,Not only will this damage wildlife habitats but it'll cost the government over £50 BILLION that could be invested into the public services. Please sign! https://t.co/Tdyk9IKOvw #Hs2 #StopHs2
469,#HS2 at it again - leave those kids alone! https://t.co/YPQ8jQG7YO https://t.co/hXHMS92OvV
470,And cutting them down is a travesty #hs2 https://t.co/wgRU3c1Tan
471,#HS2 stop destroying our #Environment by killing #Trees Now! #StopHS2 https://t.co/lMakrobu5f
472,The costs of HS2 do not appear to be under control: https://t.co/UM1XpYwj2O #HS2
473,"89,000 trees on #HS2 route die as bosses say replacing them more 'cost-effective' than watering https://t.co/Z7YcpH6dcO"
474,#HS2  massive blunder reveals how important it is to preserve biodiversity https://t.co/xydQ4mWJwT
475,"#hs2\n\nPlease join the 10,000 who’ve already signed to stop hs2 trashing our environment.\n\nWith 'notice to proceed' delayed again, halt all HS2 enabling work immediately. - Petitions https://t.co/wmyTJHNhAY"
476,Vested interests and Bankers back #HS2 ? \nIt's like the banking crisis never happened! Another bail out? Jog on! https://t.co/ZvfvHK2XJQ
477,"Govt declared a #ClimateEmergency &amp; @TheGreenParty  + environmental orgs oppose #Hs2 because it destroys 100+ irreplaceable ancient woodlands, obliterates numerous SSIs, needs 1/2 nuclear power station (800MW acc to @HS2Ltd)  ie 67% of power requirement of entire UK rail network https://t.co/nFCb0lcY7O"
478,"An #HS2 fact. The last national #stophs2 demo was in London in April 2014. Despite their claims that over half a million were ‘blighted’ by Hs2, less than 100 people turned up. https://t.co/umGHoTCHod #Stophs2isdead"
479,"Grateful to anyone who would be happy to RT and/or sign the petition. A huge scar to be torn, unnecessarily and irrevocably, across untouched English countryside here &amp; elsewhere. #HS2 is an obsolete white elephant in a digital age: travel less, work better. #Kenilworth #StopHS2 https://t.co/t7uL5vCz0q"
480,"Is there no end to Tory Govt abuse of power &amp; total disregard for the PEOPLE who OWN THIS COUNTRY. First they have a #FireSale of OUR assets, now they sacrifice our security to #China re #Huawei AND the building of #HS2. Neither should take place."
481,"In the name of #HS2, the #camden community is under threat, 63K bodies are being exhumed, we lost St. James's Gardens and the current budget is £56bn... all to make a trip to Birmingham 30 minutes shorter.\n\nIs it worth it? \n\n#HumanJam May 7-25\nhttps://t.co/xylH2SlD03 https://t.co/qpxnrsnuR8"
482,"'Out of control' is an understatement. This appears to be vindictive, targeted, state- backed bullying of environmental protestors &amp; it ought to be investigated.\n\n@BBCPanorama\n@guardianeco\n@guardianopinion\n@GeorgeMonbiot\n@TheGreenParty\n#ExtinctinRebellion\n#HS2 https://t.co/7RNSSBQgig"
483,"A House of Lords committee are warning that #HS2 costs are getting 'out of control' and that building work should have started in the North, not the South #HeartNews https://t.co/AZooyabUyB https://t.co/CWRXMYkskY"
484,"Mark Thurston, Boss of #HS2 \n\n2. How can you claim it is good for the environment.....you are polluting a major Aquifer, killing 2% of UK Barn Owls, driving Willow Tits to extension and taking land equivalent to 3x width of M1 Motorway? \n\n#wakeuptomoney @bbc5live https://t.co/7syws4twYt"
485,"I’m having great fun responding to people paid to promote #HS2 or working for #HS2......fact is....every argument ever put forward in favour of the train has unravelled, found to be wrong and their desperate efforts to retro fit reasons for #hs2 just make them look silly!"
486,"Reports @BorisJohnson is going to align with @AmberRuddHR ..... this would be a repeat of his last leadership failure.....Rudd is universally unpopular with membership, is an arch remainer, lackey for George Osborne and supporter of #hs2! Boris will be toast if he does! https://t.co/KUYiCmHGsv"
487,"Well said, Rupa.  Just hope you're as outspoken &amp; firm when it comes to your support of #OldOakCommon residents with their terrible health &amp; quality of life impacts caused by #HS2 @ForumOon @ElaineGristock @NoNW10dump @GUAnetwork @Wesleyestate @Hitesh_T https://t.co/eNNknQSSMv"
488,"Sir Terry Morgan told the truth when he said nobody knows how much #HS2 will cost. Forget all that nonsense about inflation. Detailed, transparent costings available put the cost at £110Bn https://t.co/Fgb3UbfId1"
489,"I see London's up in arms about #hs2. Oh, wait, the latest #stophs2 petition shows otherwise. Here's their best result across all of the London Constituencies. 0.3%, seriously? #stophs2isdead https://t.co/IR7zbuH6sg"
490,"#HS2 £5.7 BILLION (our money) spent to date - 9000 'Jobs' allegedly, do the maths. https://t.co/I46maMJ2aW"
491,"Yikes!\n\nNo, Amber Rudd. The next PM must recognise #HS2 for the wasteful vanity project it really is' | via @telegraph https://t.co/4zvUK07vQT"
492,The landowner who originally owned the land where the tunnel portal is due to be sited told @HS2Ltd at the very beginning (at least 8 years ago) that the ground was totally unsuitable for what they were doing. They absolutely NEVER listen to local knowledge. Our money wasted #HS2 https://t.co/huWQh9PtVf
493,"Now @hs2ltd, can you see the problem word in this tweet? That's it, #hs2 with its ultra high speed needs 3x energy of conventional rail, 800 MW, 1/2 a power station! You yourselves say it won't be carbon neutral for 120+ yes. Plus habitat destruction, concrete, steel - NOT green! https://t.co/xwoP7BWpjs"
494,The truth behind the money shadowy lobby groups like @iealondon refuse to admit and don't want you to know about. https://t.co/GtFEEKfoIv #hs2
495,The pupils in #Hillingdon are learning to allow lots of extra time for journey to school at exam time due to #HS2 closing #BreakspearRoadSouth.\n#StopHS2 https://t.co/HByB7jPXMP
496,"How has this been allowed? #stophs2 89,000 trees on #HS2 route die as bosses say replacing them more 'cost-effective' than watering https://t.co/tPtBKi4l2y"
497,"“Chesham and Amersham Constituency &amp; the proposed #hs2 route are principally underlain by the Chalk, THE MOST IMPORTANT WATER SUPPLY AQUIFER IN SOUTHERN AND EASTERN ENGLAND” .... so why are #hs2 being allowed to destroy it @michaelgove @DefraGovUK @EnvAgency @serauk @CommonsEAC https://t.co/XBi2IDzRoV"
498,"I think that drawing attention to reckless use of Public funds and ameliorating #ClimateEmergency by scraping #HS2 and avoiding unnecessary travel is one of the best ways of 'helping others' unlike cynical, self serving, slash and burn projects like #HS2 which you seem to favour. https://t.co/w1lwrKGs60"
500,"Sit down @AndyBurnhamGM.\n\nThe public have already been lied to about that before. #HS2 WAS supposed to be an alternative to Heathrow expansion...but then it wasn't. It was, and still is, a lie! https://t.co/T2zU2Bdc13"
503,"New Taxpayer's Alliance report identifying the 28 projects &amp; transport improvements we could have if we scrapped HS2 \nhttps://t.co/yybUVG8Xjx \n\nFuel for tonight's #HumanJam show @CamdenPT all about the impact of #HS2 on our local Camden &amp; Euston communities, both living &amp; dead"
504,Fears #HS2 costs are 'out of control' and trains may never reach the North https://t.co/btTypsUvtk
506,#HS2 £???Billions!!! Use that money for #NHS #Doctors #Nurses #Police #Schools #GlobalPlasticRecovery #SavingTheOceans Cleaning #NuclearWaste Opening #ClosedRailBranchLines #CleanerRecycling add yours out of the Billions of #WastedMoney by this #Tory Government &amp; #EU! https://t.co/DD6avJqmHB
508,"Wow @ChrisGPackham! Thanks so much for coming on board! Together we can stop the destruction of the countryside by #hs2. It is NOT green, needing 3x power of ordinary rail, 1/2 a power station, destroys 100+ ancient woodlands, innumerable SSIs, wipes out barn owls along the route https://t.co/HeYu46lC8f"
510,Why can’t @Nus_Ghani give a simple answer? Is #hs2 on time and budget......I don’t know! Shocking lack of management and accountability....but then it is #hs2! @DavidDavisMP @CherylGillan @Mike_Fabricant https://t.co/krr0gD2KoH
511,"Sorry too have to tell you this Jim, but hundreds of species are so unable to 'keep out of the way of any harm' that they are disappearing every year - forever. #HS2 https://t.co/ueEQIvsjAd"
512,#HS2 needs rethink says House of Lords Committee -Rethink? Needs stopping. It was a white elephant from the outset. Of little economic value to the railway infrastructure of many parts of the U.K. Redirect the huge sums of monies to much needed upgrades.  https://t.co/eGlqKZuLOY
514,#StopHS2 #WaterIsLife 22% of #London Drinking water at stake &amp; the judge protects #HS2 who are not complying with legislation https://t.co/LmxwHgC3Bx #Aquifer https://t.co/WCslUrKqOd https://t.co/Xhkzb7JHvd
515,"New blog. This was meant to be a good week for #hs2 opponents, but they're so inept it's turned into anything but! https://t.co/wEADKsnjxj  #stophs2isdead"
516,"""every capital project will have to be re-approved, leading ministers, including MsTruss, to indicate that #hs2 might be scrapped"" https://t.co/At1SPkBka4"
517,"...\nThe #FRC criticised @kpmg for an ""unacceptable deterioration"" in the quality of its audit work.\n\nUnder investigation by #FRC for its audits of @Carillion.\n\nKPMG involved with #BNYMellon, fined £126M for failure to #ringfence funds.\n\n#HS2 is a HUGE waste of #Taxpayer funds. https://t.co/YSZ3IXDUPu"
518,"Keen on decarbonising capitalism? Cancel #HS2 which, by own admission, won't be carbon neutral for 120yrs, needs 1/2 nuclear power station (800 MW say @HS2Ltd), ie 67% of power requirement for entire UK rail network, destroys 100+ ancient woodlands, and ruins @ChilternsAONB https://t.co/kqmRd3q3Lx"
519,"Listening to @BBCAnyQuestions, I was reminded of the other wrong-headed position @UKLabour stubbornly clings to in the face of all new evidence: supporting #HS2"
520,The righteous man is beset on all sides by the iniquities of the selfish and the tyranny of evil men. I will strike down with great vengeance and furious anger those who attempt to poison and destroy #HS2  You will know my name is Paul when I lay my vengeance upon thee! https://t.co/Hqv11hWeOd
522,"Britain's oldest tree which is 3,000 years old could be dead in fifty years - Where are the anti #hs2 campaigners when you really need them? Meanwhile, in leafy Bucks &amp; Warks ..... https://t.co/CVh4TJLlB7"
524,"#HS2 needs a major rethink as costs spiral 'out of control', Lords report warns https://t.co/vJ1hIiXh9U"
525,Like cancelling environmentally destructive #HS2. https://t.co/KYPEX0mOsU
526,"Not a good idea to be loading #hs2 debt on the credit card, which is almost 2 trillion in the red. https://t.co/0XmMj9GxRk"
527,How many times will trees be replaced before it becomes cost effective to water what a load of old bull! #HS2 https://t.co/6Mf3ceVfxQ
528,Warning that #HS2 costs are out of control and the project needs a major rethink\n\nhttps://t.co/1Vpj5HAS5G
529,"Former chancellor Darling on @BBCr4today says #HS2 needs a rethink because costs are ""out of control"" and we need better lines in the north rather than a fast link in the south. #northernpowerhouse #stophs2 https://t.co/G90AY9Nvjj"
531,Is successful community engagement closing a key road for 4 weeks exactly when asked not to?\n\nAsked #HS2 to \n⛔️close road during school holidays\n⛔️avoid GCSE &amp; A level dates\n\nbut oh no they’ll close it just as the holiday ends &amp; during exam season \n\n@HS2ltd
532,#hs2\n\nStop wasting our money!\n\nCalls for scrapping of HS2 grow ever-louder https://t.co/iSIPvfNULl
535,"Our social care system is about to collapse, so a right-wing group has decided to ritually humiliate the people who run it - yes it’s ⁦@the_tpa⁩ , that same august body that has found a new belief in public transport as long as it’s not #hs2 https://t.co/BoRzqwtkrC"
536,What on earth?! This crazed individual seems to think he can prove I work for @HS2ltd or something connected to it just because I phoned into a radio debate on @bbc5live ! There aren’t half some crackpots out there. #HS2 https://t.co/XfARYS7lQF
537,Stopping the #HS2 scheme would serve to prevent good public money being thrown after bad - £4.5Bn to date https://t.co/fgTNAwsViK
539,"£1Bn.\n\nJust 1% of what #HS2 is actually going to cost us (as a minimum).\n\nOR\n\n20% of what has already been wasted on HS2.\n\nTime to axe HS2 @HouseofCommons @UKHouseofLords.\n\nInvest in our #future, not a train from the last #Century.\n\n#TooSimple https://t.co/3Axz9k1r7p"
540,"#hs2\n\nStop trashing our countryside!\n\nBucks, Berks and Oxon Wildlife trust ban HS2 contractors at Calvert Jubilee - Bucks Herald https://t.co/O9zp12oel7"
541,Dear @DominicRaab @BorisJohnson @michaelgove @Jeremy_Hunt if last nights #EuropeanElection2019 taught you anything it should be need to present a clear and unambiguous message! Pledging to “review” #hs2 doesn’t cut it! @brexitparty_uk say they will cancel! #ToryLeadershipContest
543,"#hs2\n\nHe needs to read the NEF report,the Lords eac report,public accounts committereports etc asap and commit to scrapping it and stop wasting our money. https://t.co/HHHRGRrU2D"
545,"Here's the 'best' constituency result on the latest doomed #stophs2 petition today. See if you can spot the route of #hs2 phase 1? But they're not really a tiny bunch of #nimbys, oh, no...#stophs2isdead https://t.co/vIwLXDGaaL"
547,"On the same day, government rolls back the part-privatisation of the probation service, the @UKHouseofLords slams the potential cost of #HS2 and yet they still open a new office in Manchester. Is Chris Grayling made of Teflon? #failingGrayling"
548,Bless! There are 6.5 million folks living on the route of #hs2. How many retweets have @the_tpa (who never say who funds them) had? 500. #stophs2isdead https://t.co/pQzdY2HM1y
549,This from the #stophs2 Erewash Facebook page encouraging people to vote for the #Islamophobic and racist 'For Britain' party. Nice people these #hs2 antis...#stophs2isdead https://t.co/ZIWQwgIEMm
551,"We could've stomached the waste of money that is #HS2 if at least the RAILS were made in Britain. Foreign rails, foreign trains, mainly foreign labour paid for with BORROWED foreign money. £100 BILLION to save 20mins to Birmingham &amp; NO FREIGHT capacity. https://t.co/hJ6qNcqe7G"
552,Memorial Woodlands under threat by #HS2 contractors https://t.co/mCDwssabxM
554,Let me just remind Sir Morse who thinks #hs2 Phase1 may have got too far to be cancelled &amp; what the real costs is of Phase 1 are likely to be. £56 Bn. The Govt have spent just over £5Bn &amp; if existing properties &amp; Land purchased are resold the Loss to the UK would be appx £3bn&lt; https://t.co/d3bIxPDo01
555,Plastic Pollution of #netting being discussed and how it goes against current moves to reduce the use of plastic #HS2 destroying #AncientWoodland is not acceptable #StopHS2 #Nestnotnets
556,"The youth of today are leaving further education with debts of £50K - Tuition fees an Adonis idea, #HS2 will be a  costly millstone for future generations - loss making capital and revenue  for the next 50 years - an Adonis idea https://t.co/WlT5I159wo"
557,Please help us fight the devastation caused by #hs2! https://t.co/hTWw6Kz1lP
559,#HS2 Thousands of HGVs on the streets of Camden laden with spoil for years because sending it by train (it's a train project) is too expensive for them https://t.co/2t6PcpSgfH
560,"I have said before and I will say again, no self respecting football fan will travel to a match on #hs2. Clubs organise coaches, cheaper and much more fun. Those with the money to use high speed rail will drive to Wembley in their Porsches. As for the policing bill... BONKERS!!! https://t.co/OV3hMBdd1N"
561,"Peers warn ministers that the case hasn't been made for #HS2, which will be at the expense of rail in the North, so why oh why is @SirRichardLeese and his colleagues still backing this nonsense?"
563,#England #Scotland #Wales #extinctionrebellion @theresa_may @jeremycorbyn @HouseofCommons @UKHouseofLords so much for #ClimateEmergency when #HS2 will require the energy of over 1/2 a nuclear power plant and it won't b carbon neutral 120 years  https://t.co/QvIKIZbqd0
564,"#MEPhustings @livingbankside on rights of #disabled people, @ScottAinslie_1 says it's a disgrace that 7 years after #London2012 many stations still inaccessible, says invest the #HS2 budget in making transport &amp; communities across the country more accessible. https://t.co/Gp9jZWmO4J"
566,"FAKE NEWS ALERT!!!!\n\nWhoever posted this tweet editted out the bloke in the audience who shouted ""Cobblers!"" \n\n#HS2 @gxzs #bbcqt #StopHS2 https://t.co/J9lUKAdBid"
567,"Incredible biased pro #HS2 propaganda from @BBC @bbcquestiontime, flying in the face of public opinion &amp; audience reaction.\n\nThat program is rapidly going downhill. https://t.co/pbrqS3XUea"
571,"Something similar would be considerably better than #HS2.\n \nUK seems to have fallen far behind in tech innovation, no wonder we are so afraid of Huawei. https://t.co/3Kbbj51e0E"
572,"Boris Johnson vows to deliver Brexit within three months, and see off Corbyn and Farage, ‘but may not cancel #hs2’ - heavy lobbying needed ! https://t.co/38hJYwAWKB"
573,jchilver@buckscc.gov.uk: STOP Bucks CC plans to dump 2 million tonnes of waste soil into Thorney Park Lake #HS2 - Sign the Petition! https://t.co/BIfWcykAeu via @UKChange
574,You want to know why the CEO of #HS2 is apparently unaccountable for misleading Parliament when it pays his wages - I would have thought. https://t.co/hwbxU9qJ3y
575,I don't think #ClimateEmergency or carbon emissions exist in your vocabulary or consciousness. You are sooooo out of synch with current thinking. Be part of a green new world or sink. #hs2 #airportexpansion https://t.co/7n7qvwA6Lj
576,"Now think to yourself, would you rather have renowned naturalist @ChrisGPackham  with his 327K followers in your corner or a few sycophantic MPs hoping perhaps for a backhander on high carbon projects like #HS2 and airport expansion? Which side of history do you want to be on? https://t.co/IXNGsfvIDn"
578,OMG - you can't have the net gain thing for developers and have the government exempt!!? Outrageous! #developsnetgain #countryfile #HS2
579,Warning that #HS2 costs are out of control and the project needs a major rethink\n\nhttps://t.co/QizNIHiCRa
580,RT if you agree with @billcashmp that #HS2 is a monstrous waste of money! #StopHS2 https://t.co/mgShwtPpQo
583,"As a result of @TheGreenParty &amp; @ExtinctionR bringing #ClimateChange up the news agenda, vested interest lobbyists are trying to greenwash #HS2, which has a gigantic carbon footprint and would require 1% of the entire National Grid output #ClimateEmergency #ExtinctionRebellion https://t.co/HO9TNDqKEf"
585,This will be child's play compared to how much #HS2 will come in over budget if it is not halted! https://t.co/74XjMnUKZ8
587,Say no more. #HS2 is an unaffordable .white elephant'. https://t.co/bJeRJPhxkL
588,"Please describe an alternative that will provide the much needed quantities of red meat, forest clearance for soya and palm oil, coal fired power-stations , air travel, plastic containers, roads, luxury flats, cheap clothes, £1 Chickens, patio heaters, prosecco? #HS2 https://t.co/RDGMyhCYoV"
589,"#HS2 Paul admits stalking and takes pictures of women, for what ultimate purposes are unclear. Posting his pictures on the internet is one of them. https://t.co/J7jsJ1wjDO"
590,Cost of #HS2 is 'out of control' and trains may never reach North @jonwalker121\n@birmingham_live @WhatsOnBMail\nhttps://t.co/eJMbv4XAty
592,"Some people fail to appreciate the huge expenditure on #HS2 and the massive ecological, environmental  and social destruction that will result is out of all proportion to its utility #Climateemergency https://t.co/RDGtZezh3b"
594,"But the BCR is ridiculous for phase 1. And the environmental disaster is enormous -Colne Valley, Chilterns AONB, Wendover, Steeple Claydon - the list goes on ....You have to scrap the whole thing. What's the point of yet another line to Brum with no stops? #hs2 https://t.co/q764rBxvur"
596,#hs2\nGovt and opposition don’t seem to understand that the focus must be on reducing travel by any means that needs energy and causes pollution. https://t.co/SB7X9r74R9
597,Without doubt #HS2 is one of the biggest scandals of modern times. A complete waste of £80bn in order to make a journey 20 mins quicker. Imagine what £80bn could do for the NHS and our schools. \n#bbcqt @bbcquestiontime
598,"#hs2\n\n10 wasted years!\n\nMinisters have failed to make the case for building HS2, Lords report to warn https://t.co/pyTZIobvb6"
600,#HS2\n\nTaking #taxpayers for a ride.\n\nTime to scrap it is well overdue. https://t.co/E5XzW2NCFY
601,Thousands of #HS2 trees died in heatwave as watering was 'too expensive' https://t.co/WsRtBto17h
602,#hs2\n\nMinister says he doesn’t give a xxxx what the taxpayers want!\n\nMinister: Protests will not derail HS2 plans | Express &amp; Star https://t.co/ONqLFUopcZ
603,Who in their right mind would continue works until this scandalous project has been properly scrutinised.  Only an irresponsible fool with no regard for the public purse.  Wonder who that could be! Scrap it!  #HS2 @michaelgove @trussliz @SteveBakerHW @CherylGillan @DLidington https://t.co/4p42ZuUlp2
605,#hs2\n#ExtinctionRebellion\n\nScrap this absurd boondoggle immediately and stop misusing taxpayers money\n\nHS2 line could 'obliterate' brand new £1.2m greenway | https://t.co/Ef5AZHE5pi https://t.co/9VFwDTFi2K
606,Oh dear @henrimurison and  @NP_Partnership Another real person with experience of northern transport who doesn't want #hs2.\n\n   HS2 is a colossally expensive white elephant. It’s time to scrap it - Andrew Vine https://t.co/LoKLVm6iCQ
607,Better to scrap the whole thing\n#HS2 https://t.co/We2vvUg17E
608,This is the destruction caused at a global level - at a local level we have the #HS2 which will cause the same type of damage - we need to STOP IT ALL #stopHS2 https://t.co/f6NVQp6E98
609,"That's for sure. Having squandered £110Bn on an out of date #HS2 technology to please vested interests, the future will be so well and truly insulated that the younger generations will have no money to benefit from it. https://t.co/XqM3HxPCms"
610,"No, Amber Rudd. The next PM must recognise HS2 for the wasteful vanity project it really is https://t.co/UpUQToybjS via @Telegraph @DavidDavisMP @Conservatives #HS2"
611,Memorial #Woodlands under threat by #HS2 contractors Not content with disturbing the dead now memorial #wildlife havens  https://t.co/ZnrHjoUECV
612,Rings extremely hollow when #HS2 are shutting roads to schools in Hillingdon in the middle of exam season. https://t.co/5QCdBxugJ9
613,"We can't afford the money to destroy our Environment, so Government approaches Chinese firms for #HS2 despite Huawei controversy #https://mol.im/a/6994419 via @MailOnline #ClimateEmergency"
614,"No, Amber Rudd. The next PM must recognise #HS2 for the wasteful vanity project it really is' | via @telegraph https://t.co/ddQfpvF0Qy #StopHS2"
615,The cost benefit analysis of reopening Beverley to York was up to 2.4  according to Carl Bro Group even when they made a sceptical evaluation  of the roadside census they did. That is vastly superior to #HS2 @DavidDavisMP @the_tpa @MinstersRailNew https://t.co/Flp5GLKhzr
616,"David Davis sticks the knife into #HS2 and Amber Rudd \n\nNo, Amber Rudd. The next PM must recognise HS2 for the wasteful vanity project it really is\n\nhttps://t.co/p6HRVskSu2"
617,Does anyone from the #HS2 blob wish to defend this. Was it value for money? https://t.co/jKKZDNuJye
618,Stunning turn of events.....@the_tpa @DavidDavisMP @EstherMcVey1 launch a report that shows exactly what we can get instead of the luxury high speed train which is a complete vanity project! @Conservatives members want to know is @BorisJohnson backing #hs2? #Marr @MarrShow https://t.co/1knaZ3al2D
620,"Saw #DavidDavisMP talk about this &amp; agree we should scrap #HS2, which takes the focus off our failing #transport &amp; #road system, where money needs spending.  Some are under the illusion #taxpayers money isn't used for #HS2 &amp; it's totally funded by #business, yeh, right. #StopHS2 https://t.co/doDEqOBXji"
622,"#hs2\n\nTen wasted years and £5bn of our money!\nGross incompetence continues to be rewarded.\n\nHS2 needs a major rethink, says Lords report | Granada - ITV News https://t.co/PMSoNteAEl"
623,Cost of #HS2 is 'out of control' and trains may never reach North https://t.co/MwUryPLoEM
624,How about we don’t chop down all those trees in the path of #HS2? https://t.co/ycA28GNAAO
625,One of the reasons why #HS2 is so important is that it gets economic illiterates in South East England like The Taxpayers Alliance to argue for investment in the North. I see they're in in the papers today arguing for dozens of investments that they used to oppose. Too late.
626,"Sir John Armitt, Head of @NatInfraCom criticises @hs2ltd designs as a team of engineers point out the reasons why #hs2 offers such poor connectivity for #northernpowerhouserail! Problem is #HS2North is actually a means to cut the budget for #hs2 giving #northernpowerhouse less! https://t.co/MwI4kubg8b"
628,"#HS2 is 'Regressive' because it encourages unnecessary travel, the unnecessary travel is subsidised by the Public Purse, the BCR is non-existent, nobody knows how much it will cost, but best guess (not HS2s) is too much, it will exacerbate construction labour shortages. It's Crap https://t.co/UnznJIhNVc"
629,Use a fraction of the #HS2 budget to save it! @10DowningStreet https://t.co/gQAs3dKFGF
630,#hs2 is killing 2% of UK Barn Owls and destroying the last colony of Hedgehogs in London.....does your MP support this? Ask them......#ClimateActionNow #climateemergency https://t.co/xq5nzs8x15
631,Well actually no. Every attempt by #HS2 to produce a credible business case has ended in embarrassment https://t.co/DoiVZKxhYk https://t.co/n5fnwC57cD
632,Terminate at #OldOakCommon and scrap the Euston bit. Totally unnecessary and unfathomably expensive. Spend anything else committed on high speed broadband and improve transport in northern cities #HS2 https://t.co/85M3DLmfcJ
633,Axeing white elephant HS2 would free up enough money to fund 28 vital transport links: https://t.co/O35DSpbzVR #HS2
634,How many #HS2 skeletons are in Costain Skanska’s closet? Unite has discovered workers are:\n\n💀 Underpaid overtime\n☠️ Had the wrong holiday entitlement\n💀 Are forced to operate via umbrella companies\n☠️ Were not covered for death and accident benefits \n\nhttps://t.co/H4qjZ28Rcl https://t.co/inIGDzB2lO
635,Someone has dropped a bollock here. The fundamental foundation of the business case for #HS2 put a cash value on the time passengers would save by going faster. Admitting they don't know transfer times at key stations is admitting they made up their entire business case. #StopHS2 https://t.co/4TQPYUqH5S
636,So much for @joerukin &amp; @stophs2's bollocks that #hs2 has sucked up all the investment money! #stophs2isdead https://t.co/ybmHaMe62C
638,The #villagers forced to move out of homes due to #HS2 https://t.co/a41lZgj6Fb  #HomeOwners #Properties https://t.co/CvHcvrWllg
639,"A bunch of diehard sycophants sitting in a room.....bemoaning why “people just don’t get it....Politicians just don’t get it.....homeless people just don’t get it.....Police, Nurses, Teachers, .....just don’t get it! We need #hs2 more than you! #hs2alltheway #NorthernPowerhouse https://t.co/MoxpUXiuPb"
640,I think there are more people everyday turning to worship an orbiting teapot than there are convinced enough by #HS2 propaganda to support it. Sad but true. https://t.co/keJ19JqmCl
643,The proposed distraction caused by Hs2 has been played down by the Government.  Protesters have fought hard to oppose it. The reason? Isn't a whopping 15 minutes shaved off the trip between York and London!! #Hs2 #demandprotestjustice https://t.co/Edz9bDyFXM
644,The fears are that the government will crack on with #HS2 https://t.co/3jrFZKodcA
645,So surely that means scrap #HS2 now. Right now. Stop it now before a single penny more is pissed up against the wall? Here's a petition along those lines  https://t.co/xrAPAA66vv #StopHS2 https://t.co/AV0CKJSpWd
647,We said this a while ago now and it’s more and more likely. The robbery of over £100 billion of our money that is #HS2 will get cancelled and the snouts that knew to be in the trough from the beginning will not care as they’ve long gone. It’s neoliberalism https://t.co/EHpvM96T7q
648,"Ministers can scrap a half-built HS2 when gets to Birmingham, says head of National Audit Office\n https://t.co/UtTkqmrMYe via @Telegraph #HS2"
649,"Out of control costs, poor planning and flawed design – the future of #HS2 appears to be hanging in the balance\nhttps://t.co/8hHxwK3n4y"
650,Leeds university lecturer @Vhoneymanleeds questions the environmental damage being done for #HS2 as former chancellors say money should be diverted to fund more worthwhile transport links #environment #transport #rail @TheGreenParty https://t.co/Iy9ts5PpjW
651,This figure is absolutely insane! How can a railway cost 22 times more than in the country next door? #HS2 https://t.co/7cNI7E99me
652,#hs2\n\nAlready too much destruction!\n\nSign the petition now https://t.co/wmyTJHNhAY https://t.co/WcJC5Rzqgw
653,Timeline on @BBCPolitics question should #hs2 be scrapped.....just about universal condemnation of the project....everyone wants it binned.....@DavidDavisMP @EstherMcVey1 called it right......@BorisJohnson @AmberRuddHR called it wrong! https://t.co/X4NvAFh8Ao
655,"This week, according to The Telegraph, The House of Lords Economic Affairs Committee will say some negative stuff about #HS2. So I looked up where they all live. Not a single one in North England or The Midlands. https://t.co/TwdBO3HADY"
656,Whole UK communities could have to be evacuated as flood threat increases - these are most at risk https://t.co/QnG6CIFlzx Flood climate change deniers fill your boots. #HS2 may need floats &amp; propeller power! Lifejacket is under your seat. Govt jazzhands until Autumn #cankicked
657,"This pathetic #Tory Government is not allowed to save thousands of #jobs in #BritishSteel at a cost of £75million thanks to #EU laws, but can waste £75billion on #HS2. Crazy! The @Conservatives no longer have the UK's best interests at heart. https://t.co/A4zp7RrNYw"
658,#HS2 \n\n£56 Billion and yet it will probably still go over budget.\n\nGod bless the United Kingdom.
